place	type	shape	syllables	CVC	size	citation	possessive	back	high	round
DOR	alternating	CVCCVC	poly	big	CVCVC	bɯzdɯk	bɯzdɯɯm	1	1	0
DOR	alternating	CVCCVC	poly	big	CVCVC	ʧarmɯk	ʧarmɯɯm	1	1	0
DOR	alternating	CVCCVC	poly	big	CVCVC	ʧarpɯk	ʧarpɯɯm	1	1	0
DOR	alternating	CVCCVC	poly	big	CVCVC	ʤɯnʤɯk	ʤɯnʤɯɯm	1	1	0
DOR	alternating	CVCCVC	poly	big	CVCVC	fɯstɯk	fɯstɯɯm	1	1	0
DOR	alternating	CVCCVC	poly	big	CVCVC	kalkɯk	kalkɯɯm	1	1	0
DOR	alternating	CVCCVC	poly	big	CVCVC	kanʤɯk	kanʤɯɯm	1	1	0
DOR	alternating	CVCCVC	poly	big	CVCVC	kɯlʧɯk	kɯlʧɯɯm	1	1	0
DOR	alternating	CVCCVC	poly	big	CVCVC	kɯrpɯk	kɯrpɯɯm	1	1	0
DOR	alternating	CVCCVC	poly	big	CVCVC	kɯvrɯk	kɯvrɯɯm	1	1	0
DOR	alternating	CVCCVC	poly	big	CVCVC	kɯjmɯk	kɯjmɯɯm	1	1	0
DOR	alternating	CVCCVC	poly	big	CVCVC	mantɯk	mantɯɯm	1	1	0
DOR	alternating	CVCCVC	poly	big	CVCVC	marsɯk	marsɯɯm	1	1	0
DOR	alternating	CVCCVC	poly	big	CVCVC	maʃrɯk	maʃrɯɯm	1	1	0
DOR	alternating	CVCCVC	poly	big	CVCVC	mɯnʤɯk	mɯnʤɯɯm	1	1	0
DOR	alternating	CVCCVC	poly	big	CVCVC	ʃɯllɯk	ʃɯllɯɯm	1	1	0
DOR	alternating	CVCCVC	poly	big	CVCVC	sandɯk	sandɯɯm	1	1	0
DOR	alternating	CVCCVC	poly	big	CVCVC	sarkɯk	sarkɯɯm	1	1	0
DOR	alternating	CVCCVC	poly	big	CVCVC	sarsɯk	sarsɯɯm	1	1	0
DOR	alternating	CVCCVC	poly	big	CVCVC	sɯksɯk	sɯksɯɯm	1	1	0
DOR	alternating	CVCCVC	poly	big	CVCVC	sɯjrɯk	sɯjrɯɯm	1	1	0
DOR	alternating	CVCCVC	poly	big	CVCVC	tɯktɯk	tɯktɯɯm	1	1	0
DOR	alternating	CVCCVC	poly	big	CVCVC	tɯrmɯk	tɯrmɯɯm	1	1	0
DOR	alternating	CVCCVC	poly	big	CVCVC	tɯrtɯk	tɯrtɯɯm	1	1	0
DOR	alternating	CVCCVC	poly	big	CVCVC	jastɯk	jastɯɯm	1	1	0
DOR	alternating	CVCCVC	poly	big	CVCVC	zɯndɯk	zɯndɯɯm	1	1	0
DOR	alternating	CVCCVC	poly	big	CVCVC	zɯrnɯk	zɯrnɯɯm	1	1	0
DOR	alternating	CVCCVC	poly	big	CVCVC	ʧarlɯk	ʧarlɯɯm	1	1	0
DOR	alternating	CVCCVC	poly	big	CVCVC	ʧajlɯk	ʧajlɯɯm	1	1	0
DOR	alternating	CVCCVC	poly	big	CVCVC	darlɯk	darlɯɯm	1	1	0
DOR	alternating	CVCCVC	poly	big	CVCVC	hamlɯk	hamlɯɯm	1	1	0
DOR	alternating	CVCCVC	poly	big	CVCVC	kapʧɯk	kapʧɯɯm	1	1	0
DOR	alternating	CVCCVC	poly	big	CVCVC	kɯrlɯk	kɯrlɯɯm	1	1	0
DOR	alternating	CVCCVC	poly	big	CVCVC	kɯtlɯk	kɯtlɯɯm	1	1	0
DOR	alternating	CVCCVC	poly	big	CVCVC	ʃahlɯk	ʃahlɯɯm	1	1	0
DOR	alternating	CVCCVC	poly	big	CVCVC	saflɯk	saflɯɯm	1	1	0
DOR	alternating	CVCCVC	poly	big	CVCVC	sazlɯk	sazlɯɯm	1	1	0
DOR	alternating	CVCCVC	poly	big	CVCVC	sɯklɯk	sɯklɯɯm	1	1	0
DOR	alternating	CVCCVC	poly	big	CVCVC	varlɯk	varlɯɯm	1	1	0
DOR	alternating	CVCCVC	poly	big	CVCVC	jandɯk	jandɯɯm	1	1	0
DOR	alternating	CVCCVC	poly	big	CVCVC	jɯllɯk	jɯllɯɯm	1	1	0
DOR	alternating	CVCCVC	poly	big	CVCVC	birʧok	birʧoum	1	0	1
DOR	alternating	CVCCVC	poly	big	CVCVC	buldok	buldoum	1	0	1
DOR	alternating	CVCCVC	poly	big	CVCVC	bonʤuk	bonʤuum	1	1	1
DOR	alternating	CVCCVC	poly	big	CVCVC	bujruk	bujruum	1	1	1
DOR	alternating	CVCCVC	poly	big	CVCVC	kavruk	kavruum	1	1	1
DOR	alternating	CVCCVC	poly	big	CVCVC	koltuk	koltuum	1	1	1
DOR	alternating	CVCCVC	poly	big	CVCVC	kulluk	kulluum	1	1	1
DOR	alternating	CVCCVC	poly	big	CVCVC	kusmuk	kusmuum	1	1	1
DOR	alternating	CVCCVC	poly	big	CVCVC	kujruk	kujruum	1	1	1
DOR	alternating	CVCCVC	poly	big	CVCVC	mahruk	mahruum	1	1	1
DOR	alternating	CVCCVC	poly	big	CVCVC	metruk	metruum	1	1	1
DOR	alternating	CVCCVC	poly	big	CVCVC	mevsuk	mevsuum	1	1	1
DOR	alternating	CVCCVC	poly	big	CVCVC	musluk	musluum	1	1	1
DOR	alternating	CVCCVC	poly	big	CVCVC	porsuk	porsuum	1	1	1
DOR	alternating	CVCCVC	poly	big	CVCVC	pulluk	pulluum	1	1	1
DOR	alternating	CVCCVC	poly	big	CVCVC	savruk	savruum	1	1	1
DOR	alternating	CVCCVC	poly	big	CVCVC	taktuk	taktuum	1	1	1
DOR	alternating	CVCCVC	poly	big	CVCVC	tomruk	tomruum	1	1	1
DOR	alternating	CVCCVC	poly	big	CVCVC	jumruk	jumruum	1	1	1
DOR	alternating	CVCCVC	poly	big	CVCVC	ʧokluk	ʧokluum	1	1	1
DOR	alternating	CVCCVC	poly	big	CVCVC	ʧulluk	ʧulluum	1	1	1
DOR	alternating	CVCCVC	poly	big	CVCVC	dulluk	dulluum	1	1	1
DOR	alternating	CVCCVC	poly	big	CVCVC	kolluk	kolluum	1	1	1
DOR	alternating	CVCCVC	poly	big	CVCVC	lopʧuk	lopʧuum	1	1	1
DOR	alternating	CVCCVC	poly	big	CVCVC	mahlʲuk	mahlʲuum	1	1	1
DOR	alternating	CVCCVC	poly	big	CVCVC	tokluk	tokluum	1	1	1
DOR	alternating	CVCCVC	poly	big	CVCVC	tonluk	tonluum	1	1	1
DOR	alternating	CVCCVC	poly	big	CVCVC	tojluk	tojluum	1	1	1
DOR	alternating	CVCCVC	poly	big	CVCVC	jokluk	jokluum	1	1	1
DOR	alternating	CVCCVC	poly	big	CVCVC	jolluk	jolluum	1	1	1
DOR	alternating	CVCCVC	poly	big	CVCVC	gymryk	gymryym	0	1	1
DOR	alternating	CVCCVC	poly	big	CVCVC	pørsyk	pørsyym	0	1	1
DOR	alternating	CVCCVC	poly	big	CVCVC	pyrtyk	pyrtyym	0	1	1
DOR	alternating	CVCCVC	poly	big	CVCVC	symsyk	symsyym	0	1	1
DOR	alternating	CVCCVC	poly	big	CVCVC	syrtyk	syrtyym	0	1	1
DOR	alternating	CVCCVC	poly	big	CVCVC	tektyk	tektyym	0	1	1
DOR	alternating	CVCCVC	poly	big	CVCVC	jyksyk	jyksyym	0	1	1
DOR	alternating	CVCCVC	poly	big	CVCVC	dyzlyk	dyzlyym	0	1	1
DOR	alternating	CVCCVC	poly	big	CVCVC	gøzlyk	gøzlyym	0	1	1
DOR	alternating	CVCCVC	poly	big	CVCVC	gynlyk	gynlyym	0	1	1
DOR	vacillator	CVCCVC	poly	big	CVCVC	tetkik	tetkikim tetkiim	0	1	0
DOR	vacillator	CVCCVC	poly	big	CVCVC	benlik	benlikim benliim	0	1	0
DOR	voiceless	CVCCVC	poly	big	CVCVC	mihrak	mihra:kɯm	1	0	0
DOR	voiceless	CVCCVC	poly	big	CVCVC	mylhak	mylhakɯm	1	0	0
DOR	voiceless	CVCCVC	poly	big	CVCVC	revnak	revnakɯm	1	0	0
DOR	voiceless	CVCCVC	poly	big	CVCVC	keʃkek	keʃkekim	0	0	0
DOR	voiceless	CVCCVC	poly	big	CVCVC	mahrek	mahrekim	0	0	0
DOR	voiceless	CVCCVC	poly	big	CVCVC	peltek	peltekim	0	0	0
DOR	voiceless	CVCCVC	poly	big	CVCVC	myʃrik	myʃrikim	0	1	0
DOR	voiceless	CVCCVC	poly	big	CVCVC	tahkik	tahkikim	0	1	0
DOR	voiceless	CVCCVC	poly	big	CVCVC	tahrik	tahrikim	0	1	0
DOR	voiceless	CVCCVC	poly	big	CVCVC	tazjik	tazjikim	0	1	0
DOR	voiceless	CVCCVC	poly	big	CVCVC	teʃvik	teʃvikim	0	1	0
DOR	voiceless	CVCCVC	poly	big	CVCVC	meʃkʲuk	meʃkʲukum	1	1	1
DOR	alternating	CVCCVCC	poly	big	CVCVC	jekrenk	jekrengim	0	0	0
DOR	alternating	CVCCVCC	poly	big	CVCVC	holdink	holdingim	0	1	0
DOR	voiced	CVCCVCC	poly	big	CVCVC	damping	dampingim	0	1	0
DOR	voiced	CVCCVCC	poly	big	CVCVC	dansing	dansingim	0	1	0
DOR	voiced	CVCCVCC	poly	big	CVCVC	ʃezlong	ʃezlongum	1	0	1
DOR	voiceless	CVCCVCC	poly	big	CVCVC	burlesk	burleskim	0	0	0
DOR	alternating	CVCCVCCCVC	poly	big	CVCVC	kontɯrplʲak	kontɯrplʲaɯm	1	0	0
DOR	alternating	CVCCVCCVC	poly	big	CVCVC	baʃparmak	baʃparmaɯm	1	0	0
DOR	alternating	CVCCVCCVC	poly	big	CVCVC	ʤasʤavlak	ʤasʤavlaɯm	1	0	0
DOR	alternating	CVCCVCCVC	poly	big	CVCVC	damdazlak	damdazlaɯm	1	0	0
DOR	alternating	CVCCVCCVC	poly	big	CVCVC	dɯmdɯzlak	dɯmdɯzlaɯm	1	0	0
DOR	alternating	CVCCVCCVC	poly	big	CVCVC	kɯskɯvrak	kɯskɯvraɯm	1	0	0
DOR	alternating	CVCCVCCVC	poly	big	CVCVC	ʒimnastik	ʒimnastiim	0	1	0
DOR	alternating	CVCCVCCVC	poly	big	CVCVC	kimdenlik	kimdenliim	0	1	0
DOR	alternating	CVCCVCCVC	poly	big	CVCVC	mehmetʧik	mehmetʧiim	0	1	0
DOR	alternating	CVCCVCCVC	poly	big	CVCVC	takrirlik	takrirliim	0	1	0
DOR	alternating	CVCCVCCVC	poly	big	CVCVC	buldumʤuk	buldumʤuum	1	1	1
DOR	alternating	CVCCVCCVC	poly	big	CVCVC	kɯlkujruk	kɯlkujruum	1	1	1
DOR	alternating	CVCCVCCVC	poly	big	CVCVC	tekgøzlyk	tekgøzlyym	0	1	1
DOR	voiceless	CVCCVCCVC	poly	big	CVCVC	ʧitlembik	ʧitlembikim	0	1	0
DOR	voiceless	CVCCVCCVC	poly	big	CVCVC	mystantik	mystantikim	0	1	0
DOR	voiceless	CVCCVCCVC	poly	big	CVCVC	mystehlik	mystehlikim	0	1	0
DOR	voiceless	CVCCVCCVC	poly	big	CVCVC	fajvoklok	fajvoklokum	1	0	1
DOR	alternating	CVCCVCCVCCVC	poly	big	CVCVC	pørʧykpørʧyk	pørʧykpørʧyym	0	1	1
DOR	alternating	CVCCVCCVCVC	poly	big	CVCVC	gøstermelik	gøstermeliim	0	1	0
DOR	alternating	CVCCVCCVCVC	poly	big	CVCVC	herjerdelik	herjerdeliim	0	1	0
DOR	alternating	CVCCVCCVCVC	poly	big	CVCVC	birseslilik	birsesliliim	0	1	0
DOR	voiceless	CVCCVCCVCVC	poly	big	CVCVC	sitreptokok	sitreptokokum	1	0	1
DOR	alternating	CVCCVCCVCVCVC	poly	big	CVCVC	kordiplomatik	kordiplomatiim	0	1	0
DOR	alternating	CVCCVCVC	poly	big	CVCVC	ʧɯngɯrak	ʧɯngɯraɯm	1	0	0
DOR	alternating	CVCCVCVC	poly	big	CVCVC	ʤumbadak	ʤumbadaɯm	1	0	0
DOR	alternating	CVCCVCVC	poly	big	CVCVC	ʤuppadak	ʤuppadaɯm	1	0	0
DOR	alternating	CVCCVCVC	poly	big	CVCVC	daljarak	daljaraɯm	1	0	0
DOR	alternating	CVCCVCVC	poly	big	CVCVC	dangalak	dangalaɯm	1	0	0
DOR	alternating	CVCCVCVC	poly	big	CVCVC	dørdajak	dørdajaɯm	1	0	0
DOR	alternating	CVCCVCVC	poly	big	CVCVC	dørtajak	dørtajaɯm	1	0	0
DOR	alternating	CVCCVCVC	poly	big	CVCVC	kapkaʤak	kapkaʤaɯm	1	0	0
DOR	alternating	CVCCVCVC	poly	big	CVCVC	kajdɯrak	kajdɯraɯm	1	0	0
DOR	alternating	CVCCVCVC	poly	big	CVCVC	lʲappadak	lʲappadaɯm	1	0	0
DOR	alternating	CVCCVCVC	poly	big	CVCVC	loppadak	loppadaɯm	1	0	0
DOR	alternating	CVCCVCVC	poly	big	CVCVC	pattadak	pattadaɯm	1	0	0
DOR	alternating	CVCCVCVC	poly	big	CVCVC	ʃakkadak	ʃakkadaɯm	1	0	0
DOR	alternating	CVCCVCVC	poly	big	CVCVC	ʃarkadak	ʃarkadaɯm	1	0	0
DOR	alternating	CVCCVCVC	poly	big	CVCVC	ʃɯppadak	ʃɯppadaɯm	1	0	0
DOR	alternating	CVCCVCVC	poly	big	CVCVC	sarmɯsak	sarmɯsaɯm	1	0	0
DOR	alternating	CVCCVCVC	poly	big	CVCVC	tombalak	tombalaɯm	1	0	0
DOR	alternating	CVCCVCVC	poly	big	CVCVC	tumturak	tumturaɯm	1	0	0
DOR	alternating	CVCCVCVC	poly	big	CVCVC	jeknesak	jeknesaɯm	1	0	0
DOR	alternating	CVCCVCVC	poly	big	CVCVC	zɯppadak	zɯppadaɯm	1	0	0
DOR	alternating	CVCCVCVC	poly	big	CVCVC	dymbelek	dymbeleim	0	0	0
DOR	alternating	CVCCVCVC	poly	big	CVCVC	køstebek	køstebeim	0	0	0
DOR	alternating	CVCCVCVC	poly	big	CVCVC	kyttedek	kyttedeim	0	0	0
DOR	alternating	CVCCVCVC	poly	big	CVCVC	mendirek	mendireim	0	0	0
DOR	alternating	CVCCVCVC	poly	big	CVCVC	myʃterek	myʃtereim	0	0	0
DOR	alternating	CVCCVCVC	poly	big	CVCVC	zemberek	zembereim	0	0	0
DOR	alternating	CVCCVCVC	poly	big	CVCVC	birleʃik	birleʃiim	0	1	0
DOR	alternating	CVCCVCVC	poly	big	CVCVC	bolʃevik	bolʃeviim	0	1	0
DOR	alternating	CVCCVCVC	poly	big	CVCVC	genʤeʤik	genʤeʤiim	0	1	0
DOR	alternating	CVCCVCVC	poly	big	CVCVC	gørmelik	gørmeliim	0	1	0
DOR	alternating	CVCCVCVC	poly	big	CVCVC	kørpeʤik	kørpeʤiim	0	1	0
DOR	alternating	CVCCVCVC	poly	big	CVCVC	kozmetik	kozmetiim	0	1	0
DOR	alternating	CVCCVCVC	poly	big	CVCVC	manjetik	manjetiim	0	1	0
DOR	alternating	CVCCVCVC	poly	big	CVCVC	myttefik	myttefiim	0	1	0
DOR	alternating	CVCCVCVC	poly	big	CVCVC	narkotik	narkotiim	0	1	0
DOR	alternating	CVCCVCVC	poly	big	CVCVC	perjodik	perjodiim	0	1	0
DOR	alternating	CVCCVCVC	poly	big	CVCVC	ʃimdiʤik	ʃimdiʤiim	0	1	0
DOR	alternating	CVCCVCVC	poly	big	CVCVC	sentetik	sentetiim	0	1	0
DOR	alternating	CVCCVCVC	poly	big	CVCVC	jerleʃik	jerleʃiim	0	1	0
DOR	alternating	CVCCVCVC	poly	big	CVCVC	bilmedik	bilmediim	0	1	0
DOR	alternating	CVCCVCVC	poly	big	CVCVC	geʧmelik	geʧmeliim	0	1	0
DOR	alternating	CVCCVCVC	poly	big	CVCVC	kimseʤik	kimseʤiim	0	1	0
DOR	alternating	CVCCVCVC	poly	big	CVCVC	pimpirik	pimpiriim	0	1	0
DOR	alternating	CVCCVCVC	poly	big	CVCVC	beʃbɯjɯk	beʃbɯjɯɯm	1	1	0
DOR	alternating	CVCCVCVC	poly	big	CVCVC	burgaʤɯk	burgaʤɯɯm	1	1	0
DOR	alternating	CVCCVCVC	poly	big	CVCVC	ʧapraʃɯk	ʧapraʃɯɯm	1	1	0
DOR	alternating	CVCCVCVC	poly	big	CVCVC	fɯʃkɯrɯk	fɯʃkɯrɯɯm	1	1	0
DOR	alternating	CVCCVCVC	poly	big	CVCVC	hapʃɯrɯk	hapʃɯrɯɯm	1	1	0
DOR	alternating	CVCCVCVC	poly	big	CVCVC	kajnaʃɯk	kajnaʃɯɯm	1	1	0
DOR	alternating	CVCCVCVC	poly	big	CVCVC	manʤɯnɯk	manʤɯnɯɯm	1	1	0
DOR	alternating	CVCCVCVC	poly	big	CVCVC	pisbɯjɯk	pisbɯjɯɯm	1	1	0
DOR	alternating	CVCCVCVC	poly	big	CVCVC	posbɯjɯk	posbɯjɯɯm	1	1	0
DOR	alternating	CVCCVCVC	poly	big	CVCVC	sarmaʃɯk	sarmaʃɯɯm	1	1	0
DOR	alternating	CVCCVCVC	poly	big	CVCVC	sɯrnaʃɯk	sɯrnaʃɯɯm	1	1	0
DOR	alternating	CVCCVCVC	poly	big	CVCVC	tɯksɯrɯk	tɯksɯrɯɯm	1	1	0
DOR	alternating	CVCCVCVC	poly	big	CVCVC	jaklaʃɯk	jaklaʃɯɯm	1	1	0
DOR	alternating	CVCCVCVC	poly	big	CVCVC	japmaʤɯk	japmaʤɯɯm	1	1	0
DOR	alternating	CVCCVCVC	poly	big	CVCVC	damlaʤɯk	damlaʤɯɯm	1	1	0
DOR	alternating	CVCCVCVC	poly	big	CVCVC	formalɯk	formalɯɯm	1	1	0
DOR	alternating	CVCCVCVC	poly	big	CVCVC	haftalɯk	haftalɯɯm	1	1	0
DOR	alternating	CVCCVCVC	poly	big	CVCVC	hɯʧkɯrɯk	hɯʧkɯrɯɯm	1	1	0
DOR	alternating	CVCCVCVC	poly	big	CVCVC	karʃɯlɯk	karʃɯlɯɯm	1	1	0
DOR	alternating	CVCCVCVC	poly	big	CVCVC	ʧarʧabuk	ʧarʧabuum	1	1	1
DOR	alternating	CVCCVCVC	poly	big	CVCVC	dalkavuk	dalkavuum	1	1	1
DOR	alternating	CVCCVCVC	poly	big	CVCVC	tifduruk	tifduruum	1	1	1
DOR	alternating	CVCCVCVC	poly	big	CVCVC	kyskytyk	kyskytyym	0	1	1
DOR	alternating	CVCCVCVC	poly	big	CVCVC	køpryʤyk	køpryʤyym	0	1	1
DOR	alternating	CVCCVCVC	poly	big	CVCVC	jyzlylyk	jyzlylyym	0	1	1
DOR	voiceless	CVCCVCVC	poly	big	CVCVC	mystahak	mystaha:kɯm	1	0	0
DOR	alternating	CVCCVCVCCVC	poly	big	CVCVC	tostoparlak	tostoparlaɯm	1	0	0
DOR	alternating	CVCCVCVCCVC	poly	big	CVCVC	jusjuvarlak	jusjuvarlaɯm	1	0	0
DOR	alternating	CVCCVCVCCVC	poly	big	CVCVC	gørmemezlik	gørmemezliim	0	1	0
DOR	alternating	CVCCVCVCCVC	poly	big	CVCVC	sajmamazlɯk	sajmamazlɯɯm	1	1	0
DOR	alternating	CVCCVCVCCVC	poly	big	CVCVC	donkiʃotluk	donkiʃotluum	1	1	1
DOR	alternating	CVCCVCVCVC	poly	big	CVCVC	bastɯbaʤak	bastɯbaʤaɯm	1	0	0
DOR	alternating	CVCCVCVCVC	poly	big	CVCVC	kepʧekulak	kepʧekulaɯm	1	0	0
DOR	alternating	CVCCVCVCVC	poly	big	CVCVC	ʤonkikirik	ʤonkikiriim	0	1	0
DOR	alternating	CVCCVCVCVC	poly	big	CVCVC	dapdaraʤɯk	dapdaraʤɯɯm	1	1	0
DOR	alternating	CVCCVCVCVC	poly	big	CVCVC	karnɯjarɯk	karnɯjarɯɯm	1	1	0
DOR	alternating	CVCCVCVCVC	poly	big	CVCVC	fajdaʤɯlɯk	fajdaʤɯlɯɯm	1	1	0
DOR	voiced2	CVCCVCVCVC	poly	big	CVCVC	farmakolog	farmakoloum	1	0	1
DOR	alternating	CVCCVCVCVCVC	poly	big	CVCVC	termodinamik	termodinamiim	0	1	0
DOR	alternating	CVCCVCVCVCVC	poly	big	CVCVC	karmakarɯʃɯk	karmakarɯʃɯɯm	1	1	0
DOR	alternating	CVCCVCVCVVCVC	poly	big	CVCVC	symmeteda:rik	symmeteda:riim	0	1	0
DOR	alternating	CVCCVVCVC	poly	big	CVCVC	jumruajak	jumruajaɯm	1	0	0
DOR	alternating	CVCCVVCVC	poly	big	CVCVC	dynja:lɯk	dynja:lɯɯm	1	1	0
DOR	alternating	CVCCVVCVC	poly	big	CVCVC	minna:ʤɯk	minna:ʤɯɯm	1	1	0
DOR	voiceless	CVCCVVCVC	poly	big	CVCVC	kurba:ʤɯk	kurba:ʤɯkɯm	1	1	0
DOR	alternating	CVCCVVCVCC	poly	big	CVCVC	rengʲa:renk	rengʲa:rengim	0	0	0
DOR	alternating	CVCCVVCVCVC	poly	big	CVCVC	kesta:neʤik	kesta:neʤiim	0	1	0
DOR	alternating	CVCVC	poly	big	CVCVC	baʤak	baʤaɯm	1	0	0
DOR	alternating	CVCVC	poly	big	CVCVC	baʃak	baʃaɯm	1	0	0
DOR	alternating	CVCVC	poly	big	CVCVC	batak	bataɯm	1	0	0
DOR	alternating	CVCVC	poly	big	CVCVC	bɯʧak	bɯʧaɯm	1	0	0
DOR	alternating	CVCVC	poly	big	CVCVC	bunak	bunaɯm	1	0	0
DOR	alternating	CVCVC	poly	big	CVCVC	ʧanak	ʧanaɯm	1	0	0
DOR	alternating	CVCVC	poly	big	CVCVC	ʧomak	ʧomaɯm	1	0	0
DOR	alternating	CVCVC	poly	big	CVCVC	ʧorak	ʧoraɯm	1	0	0
DOR	alternating	CVCVC	poly	big	CVCVC	ʤijak	ʤijaɯm	1	0	0
DOR	alternating	CVCVC	poly	big	CVCVC	dalak	dalaɯm	1	0	0
DOR	alternating	CVCVC	poly	big	CVCVC	damak	damaɯm	1	0	0
DOR	alternating	CVCVC	poly	big	CVCVC	dajak	dajaɯm	1	0	0
DOR	alternating	CVCVC	poly	big	CVCVC	dudak	dudaɯm	1	0	0
DOR	alternating	CVCVC	poly	big	CVCVC	duvak	duvaɯm	1	0	0
DOR	alternating	CVCVC	poly	big	CVCVC	firak	firaɯm	1	0	0
DOR	alternating	CVCVC	poly	big	CVCVC	hamak	hamaɯm	1	0	0
DOR	alternating	CVCVC	poly	big	CVCVC	kabak	kabaɯm	1	0	0
DOR	alternating	CVCVC	poly	big	CVCVC	kapak	kapaɯm	1	0	0
DOR	alternating	CVCVC	poly	big	CVCVC	kajak	kajaɯm	1	0	0
DOR	alternating	CVCVC	poly	big	CVCVC	kɯjak	kɯjaɯm	1	0	0
DOR	alternating	CVCVC	poly	big	CVCVC	kɯzak	kɯzaɯm	1	0	0
DOR	alternating	CVCVC	poly	big	CVCVC	kuʤak	kuʤaɯm	1	0	0
DOR	alternating	CVCVC	poly	big	CVCVC	kurak	kuraɯm	1	0	0
DOR	alternating	CVCVC	poly	big	CVCVC	kuʃak	kuʃaɯm	1	0	0
DOR	alternating	CVCVC	poly	big	CVCVC	nifak	nifaɯm	1	0	0
DOR	alternating	CVCVC	poly	big	CVCVC	pasak	pasaɯm	1	0	0
DOR	alternating	CVCVC	poly	big	CVCVC	patak	pataɯm	1	0	0
DOR	alternating	CVCVC	poly	big	CVCVC	pomak	pomaɯm	1	0	0
DOR	alternating	CVCVC	poly	big	CVCVC	ramak	ramaɯm	1	0	0
DOR	alternating	CVCVC	poly	big	CVCVC	ʃafak	ʃafaɯm	1	0	0
DOR	alternating	CVCVC	poly	big	CVCVC	ʃakak	ʃakaɯm	1	0	0
DOR	alternating	CVCVC	poly	big	CVCVC	salak	salaɯm	1	0	0
DOR	alternating	CVCVC	poly	big	CVCVC	sɯʤak	sɯʤaɯm	1	0	0
DOR	alternating	CVCVC	poly	big	CVCVC	sokak	sokaɯm	1	0	0
DOR	alternating	CVCVC	poly	big	CVCVC	sudak	sudaɯm	1	0	0
DOR	alternating	CVCVC	poly	big	CVCVC	sumak	sumaɯm	1	0	0
DOR	alternating	CVCVC	poly	big	CVCVC	sunak	sunaɯm	1	0	0
DOR	alternating	CVCVC	poly	big	CVCVC	tabak	tabaɯm	1	0	0
DOR	alternating	CVCVC	poly	big	CVCVC	talʲak	talʲaɯm	1	0	0
DOR	alternating	CVCVC	poly	big	CVCVC	talak	talaɯm	1	0	0
DOR	alternating	CVCVC	poly	big	CVCVC	tarak	taraɯm	1	0	0
DOR	alternating	CVCVC	poly	big	CVCVC	taʃak	taʃaɯm	1	0	0
DOR	alternating	CVCVC	poly	big	CVCVC	topak	topaɯm	1	0	0
DOR	alternating	CVCVC	poly	big	CVCVC	tuzak	tuzaɯm	1	0	0
DOR	alternating	CVCVC	poly	big	CVCVC	varak	varaɯm	1	0	0
DOR	alternating	CVCVC	poly	big	CVCVC	vaʃak	vaʃaɯm	1	0	0
DOR	alternating	CVCVC	poly	big	CVCVC	jalak	jalaɯm	1	0	0
DOR	alternating	CVCVC	poly	big	CVCVC	jamak	jamaɯm	1	0	0
DOR	alternating	CVCVC	poly	big	CVCVC	janak	janaɯm	1	0	0
DOR	alternating	CVCVC	poly	big	CVCVC	jarak	jaraɯm	1	0	0
DOR	alternating	CVCVC	poly	big	CVCVC	jasak	jasaɯm	1	0	0
DOR	alternating	CVCVC	poly	big	CVCVC	jatak	jataɯm	1	0	0
DOR	alternating	CVCVC	poly	big	CVCVC	jumak	jumaɯm	1	0	0
DOR	alternating	CVCVC	poly	big	CVCVC	ʧolak	ʧolaɯm	1	0	0
DOR	alternating	CVCVC	poly	big	CVCVC	fɯrak	fɯraɯm	1	0	0
DOR	alternating	CVCVC	poly	big	CVCVC	kaʧak	kaʧaɯm	1	0	0
DOR	alternating	CVCVC	poly	big	CVCVC	pɯlʲak	pɯlʲaɯm	1	0	0
DOR	alternating	CVCVC	poly	big	CVCVC	tɯrak	tɯraɯm	1	0	0
DOR	alternating	CVCVC	poly	big	CVCVC	benek	beneim	0	0	0
DOR	alternating	CVCVC	poly	big	CVCVC	bezek	bezeim	0	0	0
DOR	alternating	CVCVC	poly	big	CVCVC	bilek	bileim	0	0	0
DOR	alternating	CVCVC	poly	big	CVCVC	binek	bineim	0	0	0
DOR	alternating	CVCVC	poly	big	CVCVC	bøʤek	bøʤeim	0	0	0
DOR	alternating	CVCVC	poly	big	CVCVC	børek	børeim	0	0	0
DOR	alternating	CVCVC	poly	big	CVCVC	ʧekek	ʧekeim	0	0	0
DOR	alternating	CVCVC	poly	big	CVCVC	ʧiʧek	ʧiʧeim	0	0	0
DOR	alternating	CVCVC	poly	big	CVCVC	ʧilek	ʧileim	0	0	0
DOR	alternating	CVCVC	poly	big	CVCVC	ʧørek	ʧøreim	0	0	0
DOR	alternating	CVCVC	poly	big	CVCVC	denek	deneiim	0	0	0
DOR	alternating	CVCVC	poly	big	CVCVC	dibek	dibeim	0	0	0
DOR	alternating	CVCVC	poly	big	CVCVC	direk	direim	0	0	0
DOR	alternating	CVCVC	poly	big	CVCVC	dønek	døneim	0	0	0
DOR	alternating	CVCVC	poly	big	CVCVC	døʃek	døʃeim	0	0	0
DOR	alternating	CVCVC	poly	big	CVCVC	dyjek	dyjeim	0	0	0
DOR	alternating	CVCVC	poly	big	CVCVC	felek	feleim	0	0	0
DOR	alternating	CVCVC	poly	big	CVCVC	fiʃek	fiʃeim	0	0	0
DOR	alternating	CVCVC	poly	big	CVCVC	gerek	gereim	0	0	0
DOR	alternating	CVCVC	poly	big	CVCVC	gøbek	gøbeim	0	0	0
DOR	alternating	CVCVC	poly	big	CVCVC	kelek	keleim	0	0	0
