place	type	shape	syllables	CVC	size	citation	possessive	back	high	round
COR	voiceless	CVCVVC	poly	big	CVCVC	zanaat	zanaatim	1	0	0
COR	voiceless	CVCVVC	poly	big	CVCVC	zenaat	zenaatim	1	0	0
COR	voiceless	CVCVVC	poly	big	CVCVC	ziraat	ziraatim	1	0	0
COR	voiceless	CVCVVC	poly	big	CVCVC	kɯra:t	kɯra:tɯm	1	0	0
COR	voiceless	CVCVVC	poly	big	CVCVC	nekaat	nekaatim	1	0	0
COR	voiceless	CVCVVC	poly	big	CVCVC	ʃeʤa:t	ʃeʤa:tɯm	1	0	0
COR	voiceless	CVCVVC	poly	big	CVCVC	tulʲuat	tulʲuatɯm	1	0	0
COR	voiceless	CVCVVC	poly	big	CVCVC	mevait	mevaitim	0	1	0
COR	voiceless	CVCVVC	poly	big	CVCVC	tiroit	tiroitim	0	1	0
COR	voiceless	CVCVVC	poly	big	CVCVC	vesait	vesaitim	0	1	0
COR	voiceless	CVCVVC	poly	big	CVCVC	mysait	mysaitim	0	1	0
COR	alternating	CVCVVCCVC	poly	big	CVCVC	myteahhit	myteahhidim	0	1	0
COR	voiced	CVCVVCCVC	poly	big	CVCVC	myteaddid	myteaddidim	0	1	0
COR	voiceless	CVCVVCCVC	poly	big	CVCVC	myteaddit	myteadditim	0	1	0
COR	alternating	CVCVVCVC	poly	big	CVCVC	bari:kat	bari:kadɯm	1	0	0
COR	alternating	CVCVVCVC	poly	big	CVCVC	mute:met	mutemedim	0	0	0
COR	alternating	CVCVVCVC	poly	big	CVCVC	myʃa:hit	myʃa:hidim	0	1	0
COR	alternating	CVCVVCVC	poly	big	CVCVC	teza:jyt	teza:jydym	0	1	1
COR	alternating	CVCVVCVC	poly	big	CVCVC	tesa:nyt	tesa:nydym	0	1	1
COR	voiceless	CVCVVCVC	poly	big	CVCVC	haʤi:vat	haʤi:vatɯm	1	0	0
COR	voiceless	CVCVVCVC	poly	big	CVCVC	myʤa:zat	myʤa:za:tɯm	1	0	0
COR	voiceless	CVCVVCVC	poly	big	CVCVC	sefa:hat	sefa:hatim	1	0	0
COR	voiceless	CVCVVCVC	poly	big	CVCVC	belʲa:gʲat	belʲa:gʲatim	1	0	0
COR	voiceless	CVCVVCVC	poly	big	CVCVC	beja:nat	beja:na:tɯm	1	0	0
COR	voiceless	CVCVVCVC	poly	big	CVCVC	fera:gʲat	fera:gʲatim	1	0	0
COR	voiceless	CVCVVCVC	poly	big	CVCVC	lija:kat	lija:katɯm	1	0	0
COR	voiceless	CVCVVCVC	poly	big	CVCVC	mesa:mat	mesa:ma:tɯm	1	0	0
COR	voiceless	CVCVVCVC	poly	big	CVCVC	mysa:vat	mysa:va:tɯm	1	0	0
COR	voiceless	CVCVVCVC	poly	big	CVCVC	peʃi:nat	peʃi:natɯm	1	0	0
COR	voiceless	CVCVVCVC	poly	big	CVCVC	refa:kʲat	refa:kʲatim	1	0	0
COR	voiceless	CVCVVCVC	poly	big	CVCVC	sada:kʲat	sada:kʲatim sada:kʲatɯm	1	0	0
COR	voiceless	CVCVVCVC	poly	big	CVCVC	talʲa:kat	talʲa:katim	1	0	0
COR	voiceless	CVCVVCVC	poly	big	CVCVC	tami:rat	tamiratɯm	1	0	0
COR	voiceless	CVCVVCVC	poly	big	CVCVC	dela:let	dela:letim	0	0	0
COR	voiceless	CVCVVCVC	poly	big	CVCVC	haja:let	haja:letim	0	0	0
COR	voiceless	CVCVVCVC	poly	big	CVCVC	lyzu:ʤet	lyzu:ʤetim	0	0	0
COR	voiceless	CVCVVCVC	poly	big	CVCVC	meha:bet	meha:betim	0	0	0
COR	voiceless	CVCVVCVC	poly	big	CVCVC	neʤa:bet	neʤa:betim	0	0	0
COR	voiceless	CVCVVCVC	poly	big	CVCVC	rekʲa:ket	rekʲa:ketim	0	0	0
COR	voiceless	CVCVVCVC	poly	big	CVCVC	reka:ket	reka:ketim	0	0	0
COR	voiceless	CVCVVCVC	poly	big	CVCVC	ʃaka:vet	ʃaka:vetim	0	0	0
COR	voiceless	CVCVVCVC	poly	big	CVCVC	ʃeha:det	ʃeha:detim	0	0	0
COR	voiceless	CVCVVCVC	poly	big	CVCVC	ʃeka:vet	ʃeka:vetim	0	0	0
COR	voiceless	CVCVVCVC	poly	big	CVCVC	saka:let	saka:letim	0	0	0
COR	voiceless	CVCVVCVC	poly	big	CVCVC	sija:net	sija:netim	0	0	0
COR	voiceless	CVCVVCVC	poly	big	CVCVC	syhu:let	syhu:letim	0	0	0
COR	voiceless	CVCVVCVC	poly	big	CVCVC	veza:ret	veza:retim	0	0	0
COR	voiceless	CVCVVCVC	poly	big	CVCVC	basi:ret	basi:retim	0	0	0
COR	voiceless	CVCVVCVC	poly	big	CVCVC	bekʲa:ret	bekʲa:retim	0	0	0
COR	voiceless	CVCVVCVC	poly	big	CVCVC	beʃa:ret	beʃa:retim	0	0	0
COR	voiceless	CVCVVCVC	poly	big	CVCVC	bida:jet	bida:jetim	0	0	0
COR	voiceless	CVCVVCVC	poly	big	CVCVC	ʤeha:let	ʤeha:letim	0	0	0
COR	voiceless	CVCVVCVC	poly	big	CVCVC	ʤela:det	ʤela:detim	0	0	0
COR	voiceless	CVCVVCVC	poly	big	CVCVC	ʤena:bet	ʤena:betim	0	0	0
COR	voiceless	CVCVVCVC	poly	big	CVCVC	ʤesa:met	ʤesa:metim	0	0	0
COR	voiceless	CVCVVCVC	poly	big	CVCVC	ʤesa:ret	ʤesa:retim	0	0	0
COR	voiceless	CVCVVCVC	poly	big	CVCVC	ʤina:jet	ʤina:jetim	0	0	0
COR	voiceless	CVCVVCVC	poly	big	CVCVC	dalʲa:let	dalʲa:letim	0	0	0
COR	voiceless	CVCVVCVC	poly	big	CVCVC	deha:let	deha:letim	0	0	0
COR	voiceless	CVCVVCVC	poly	big	CVCVC	delʲa:let	delʲa:letim	0	0	0
COR	voiceless	CVCVVCVC	poly	big	CVCVC	dira:jet	dira:jetim	0	0	0
COR	voiceless	CVCVVCVC	poly	big	CVCVC	dija:net	dija:netim	0	0	0
COR	voiceless	CVCVVCVC	poly	big	CVCVC	felʲa:ket	felʲa:ketim	0	0	0
COR	voiceless	CVCVVCVC	poly	big	CVCVC	fera:set	fera:setim	0	0	0
COR	voiceless	CVCVVCVC	poly	big	CVCVC	gani:met	gani:metim	0	0	0
COR	voiceless	CVCVVCVC	poly	big	CVCVC	gara:bet	gara:betim	0	0	0
COR	voiceless	CVCVVCVC	poly	big	CVCVC	gudu:bet	gudu:betim	0	0	0
COR	voiceless	CVCVVCVC	poly	big	CVCVC	haba:set	haba:setim	0	0	0
COR	voiceless	CVCVVCVC	poly	big	CVCVC	hakʲa:ret	hakʲa:retim	0	0	0
COR	voiceless	CVCVVCVC	poly	big	CVCVC	hama:set	hama:setim	0	0	0
COR	voiceless	CVCVVCVC	poly	big	CVCVC	hara:ret	hara:retim	0	0	0
COR	voiceless	CVCVVCVC	poly	big	CVCVC	hida:jet	hida:jetim	0	0	0
COR	voiceless	CVCVVCVC	poly	big	CVCVC	hilʲa:fet	hilʲa:fetim	0	0	0
COR	voiceless	CVCVVCVC	poly	big	CVCVC	hija:net	hija:netim	0	0	0
COR	voiceless	CVCVVCVC	poly	big	CVCVC	hyky:met	hyky:metim	0	0	0
COR	voiceless	CVCVVCVC	poly	big	CVCVC	huʃu:net	huʃu:netim	0	0	0
COR	voiceless	CVCVVCVC	poly	big	CVCVC	husu:met	husu:metim	0	0	0
COR	voiceless	CVCVVCVC	poly	big	CVCVC	kara:bet	kara:betim	0	0	0
COR	voiceless	CVCVVCVC	poly	big	CVCVC	kazu:let	kazu:letim	0	0	0
COR	voiceless	CVCVVCVC	poly	big	CVCVC	kefa:let	kefa:letim	0	0	0
COR	voiceless	CVCVVCVC	poly	big	CVCVC	kefa:ret	kefa:retim	0	0	0
COR	voiceless	CVCVVCVC	poly	big	CVCVC	keha:net	keha:netim	0	0	0
COR	voiceless	CVCVVCVC	poly	big	CVCVC	kera:het	kera:hetim	0	0	0
COR	voiceless	CVCVVCVC	poly	big	CVCVC	kera:met	kera:metim	0	0	0
COR	voiceless	CVCVVCVC	poly	big	CVCVC	kesa:fet	kesa:fetim	0	0	0
COR	voiceless	CVCVVCVC	poly	big	CVCVC	kɯja:fet	kɯja:fetim	0	0	0
COR	voiceless	CVCVVCVC	poly	big	CVCVC	kɯja:met	kɯja:metim	0	0	0
COR	voiceless	CVCVVCVC	poly	big	CVCVC	kifa:jet	kifa:jetim	0	0	0
COR	voiceless	CVCVVCVC	poly	big	CVCVC	leta:fet	leta:fetim	0	0	0
COR	voiceless	CVCVVCVC	poly	big	CVCVC	maha:ret	maha:retim	0	0	0
COR	voiceless	CVCVVCVC	poly	big	CVCVC	mela:net	mela:netim	0	0	0
COR	voiceless	CVCVVCVC	poly	big	CVCVC	meta:net	meta:netim	0	0	0
COR	voiceless	CVCVVCVC	poly	big	CVCVC	mysi:bet	mysi:betim	0	0	0
COR	voiceless	CVCVVCVC	poly	big	CVCVC	neda:met	neda:metim	0	0	0
COR	voiceless	CVCVVCVC	poly	big	CVCVC	nefa:set	nefa:setim	0	0	0
COR	voiceless	CVCVVCVC	poly	big	CVCVC	neza:het	neza:hetim	0	0	0
COR	voiceless	CVCVVCVC	poly	big	CVCVC	neza:ket	neza:ketim	0	0	0
COR	voiceless	CVCVVCVC	poly	big	CVCVC	neza:ret	neza:retim	0	0	0
COR	voiceless	CVCVVCVC	poly	big	CVCVC	niha:jet	niha:jetim	0	0	0
COR	voiceless	CVCVVCVC	poly	big	CVCVC	nija:bet	nija:betim	0	0	0
COR	voiceless	CVCVVCVC	poly	big	CVCVC	reha:vet	reha:vetim	0	0	0
COR	voiceless	CVCVVCVC	poly	big	CVCVC	reka:bet	reka:betim	0	0	0
COR	voiceless	CVCVVCVC	poly	big	CVCVC	reza:let	reza:letim	0	0	0
COR	voiceless	CVCVVCVC	poly	big	CVCVC	riva:jet	riva:jetim	0	0	0
COR	voiceless	CVCVVCVC	poly	big	CVCVC	rija:set	rija:setim	0	0	0
COR	voiceless	CVCVVCVC	poly	big	CVCVC	rutu:bet	rutu:betim	0	0	0
COR	voiceless	CVCVVCVC	poly	big	CVCVC	ʃikʲa:jet	ʃikʲa:jetim	0	0	0
COR	voiceless	CVCVVCVC	poly	big	CVCVC	sada:ret	sada:retim	0	0	0
COR	voiceless	CVCVVCVC	poly	big	CVCVC	sefa:let	sefa:letim	0	0	0
COR	voiceless	CVCVVCVC	poly	big	CVCVC	sefa:ret	sefa:retim	0	0	0
COR	voiceless	CVCVVCVC	poly	big	CVCVC	selʲa:met	selʲa:metim	0	0	0
COR	voiceless	CVCVVCVC	poly	big	CVCVC	sira:jet	sira:jetim	0	0	0
COR	voiceless	CVCVVCVC	poly	big	CVCVC	sija:set	sija:setim	0	0	0
COR	voiceless	CVCVVCVC	poly	big	CVCVC	syhu:net	syhu:netim	0	0	0
COR	voiceless	CVCVVCVC	poly	big	CVCVC	sykʲu:net	sykʲu:netim	0	0	0
COR	voiceless	CVCVVCVC	poly	big	CVCVC	taba:bet	taba:betim	0	0	0
COR	voiceless	CVCVVCVC	poly	big	CVCVC	taha:ret	taha:retim	0	0	0
COR	voiceless	CVCVVCVC	poly	big	CVCVC	tara:vet	tara:vetim	0	0	0
COR	voiceless	CVCVVCVC	poly	big	CVCVC	tiʤa:ret	tiʤa:retim	0	0	0
COR	voiceless	CVCVVCVC	poly	big	CVCVC	tilʲa:vet	tilʲa:vetim	0	0	0
COR	voiceless	CVCVVCVC	poly	big	CVCVC	vaha:met	vaha:metim	0	0	0
COR	voiceless	CVCVVCVC	poly	big	CVCVC	vekʲa:let	vekʲa:letim	0	0	0
COR	voiceless	CVCVVCVC	poly	big	CVCVC	velʲa:jet	velʲa:jetim	0	0	0
COR	voiceless	CVCVVCVC	poly	big	CVCVC	vera:set	vera:setim	0	0	0
COR	voiceless	CVCVVCVC	poly	big	CVCVC	vesa:jet	vesa:jetim	0	0	0
COR	voiceless	CVCVVCVC	poly	big	CVCVC	vilʲa:jet	vilʲa:jetim	0	0	0
COR	voiceless	CVCVVCVC	poly	big	CVCVC	zaru:ret	zaru:re:tim	0	0	0
COR	voiceless	CVCVVCVC	poly	big	CVCVC	zekʲa:vet	zekʲa:vetim	0	0	0
COR	voiceless	CVCVVCVC	poly	big	CVCVC	zija:fet	zija:fetim	0	0	0
COR	alternating	CVCVVCVCC	poly	big	CVCVC	niha:vent	niha:vendim	0	0	0
COR	voiceless	CVCVVCVCCVCVCC	poly	big	CVCVC	bilʲa:kajdyʃart	bilʲa:kajdyʃartɯm	1	0	0
COR	voiceless	CVCVVCVCVC	poly	big	CVCVC	myna:kalat	myna:kalatɯm	1	0	0
COR	voiceless	CVCVVCVCVC	poly	big	CVCVC	myna:sebat	myna:seba:tɯm	1	0	0
COR	voiceless	CVCVVCVCVC	poly	big	CVCVC	myza:kerat	myza:kera:tɯm	1	0	0
COR	voiceless	CVCVVCVCVC	poly	big	CVCVC	myza:refat	myza:refatɯm	1	0	0
COR	voiceless	CVCVVCVCVC	poly	big	CVCVC	muta:lebat	muta:leba:tɯm	1	0	0
COR	voiceless	CVCVVCVCVC	poly	big	CVCVC	muha:sebat	muha:sebatɯm	1	0	0
COR	voiceless	CVCVVCVCVC	poly	big	CVCVC	rija:zijat	rija:zijatɯm	1	0	0
COR	voiceless	CVCVVCVCVC	poly	big	CVCVC	myla:jemet	myla:jemetim	0	0	0
COR	voiceless	CVCVVCVCVC	poly	big	CVCVC	myna:feret	myna:feretim	0	0	0
COR	voiceless	CVCVVCVCVC	poly	big	CVCVC	myza:heret	myza:heretim	0	0	0
COR	voiceless	CVCVVCVCVC	poly	big	CVCVC	myba:jenet	myba:jenetim	0	0	0
COR	voiceless	CVCVVCVCVC	poly	big	CVCVC	myna:sebet	myna:sebetim	0	0	0
COR	voiceless	CVCVVCVCVC	poly	big	CVCVC	myʃa:behet	myʃa:behetim	0	0	0
COR	voiceless	CVCVVCVCVC	poly	big	CVCVC	muha:ʤeret	muha:ʤeretim	0	0	0
COR	voiceless	CVCVVCVCVC	poly	big	CVCVC	muka:vemet	muka:vemetim	0	0	0
COR	voiceless	CVCVVCVCVC	poly	big	CVCVC	salʲa:hijet	salʲa:hijetim	0	0	0
COR	voiceless	CVCVVCVCVVCVC	poly	big	CVCVC	hyda:jina:bit	hyda:jina:bitim	0	1	0
COR	voiceless	CVCVVCVVC	poly	big	CVCVC	sera:za:t	sera:za:tɯm	1	0	0
COR	voiceless	CVCVVCVVC	poly	big	CVCVC	myma:naat	myma:naatɯm	1	0	0
COR	voiceless	CVCVVCVVC	poly	big	CVCVC	myra:ʤaat	myra:ʤaatɯm	1	0	0
COR	alternating	CVCVVVC	poly	big	CVCVC	mysa:it	mysa:idim	0	1	0
COR	alternating	CVCVVVC	poly	big	CVCVC	tekʲa:yt	tekʲa:ydym	0	1	1
COR	voiceless	CVCVVVCCVC	poly	big	CVCVC	bila:yʤret	bila:yʤretim	0	0	0
COR	alternating	CVCVVVCVC	poly	big	CVCVC	mytea:hit	mytea:hidim	0	1	0
COR	voiceless	CVCVVVCVC	poly	big	CVCVC	teba:ijet	teba:ijetim	0	0	0
COR	alternating	CVVC	mono	big	CVCC	va:t	va:dim	1	0	0
COR	alternating	CVVC	poly	big	CVCVC	miat	miadɯm	1	0	0
COR	alternating	CVVC	poly	big	CVCVC	jiit	jiidim	0	1	0
COR	alternating	CVVC	poly	big	CVCVC	kʲaɯt	kʲaɯdɯm	1	1	0
COR	voiced	CVVC	mono	big	CVCC	ba:d	ba:dɯm	1	0	0
COR	voiced	CVVC	mono	big	CVCC	ja:d	ja:dɯm	1	0	0
COR	voiced	CVVC	mono	big	CVCC	ʃa:d	ʃa:dɯm	1	0	0
COR	voiceless	CVVC	poly	big	CVCVC	biat	biatɯm	1	0	0
COR	voiceless	CVVC	poly	big	CVCVC	fiat	fiatɯm	1	0	0
COR	voiceless	CVVC	poly	big	CVCVC	saat	saatim	1	0	0
COR	voiceless	CVVC	poly	big	CVCVC	dyet	dyetim	0	0	0
COR	voiceless	CVVC	poly	big	CVCVC	syet	syetim	0	0	0
COR	voiceless	CVVC	poly	big	CVCVC	teet	teetim	0	0	0
COR	voiceless	CVVC	poly	big	CVCVC	vait	vaitim	0	1	0
COR	voiceless	CVVC	poly	big	CVCVC	zait	zaitim	0	1	0
COR	voiceless	CVVC	poly	big	CVCVC	baɯt	baɯtɯm	1	1	0
COR	voiceless	CVVC	poly	big	CVCVC	buut	buutum	1	1	1
COR	alternating	CVVCC	poly	big	CVCVC	raunt	raundum	1	1	1
COR	voiceless	CVVCC	poly	big	CVCVC	jourt	jourtum	1	1	1
COR	voiceless	CVVCC	poly	big	CVCVC	zyyrt	zyyrtym	0	1	1
COR	alternating	CVVCCVC	poly	big	CVCVC	dioksit	dioksidim	0	1	0
COR	alternating	CVVCCVC	poly	big	CVCVC	muannit	muannidim	0	1	0
COR	alternating	CVVCCVC	poly	big	CVCVC	taammyt	taammydym	0	1	1
COR	alternating	CVVCCVC	poly	big	CVCVC	teejjyt	teejjydym	0	1	1
COR	voiced	CVVCCVC	poly	big	CVCVC	myebbed	myebbedim	0	0	0
COR	voiceless	CVVCCVC	poly	big	CVCVC	muakkʲat	muakkʲatim	1	0	0
COR	voiceless	CVVCCVC	poly	big	CVCVC	kuintet	kuintetim	0	0	0
COR	voiceless	CVVCCVC	poly	big	CVCVC	myebbet	myebbetim	0	0	0
COR	voiceless	CVVCCVC	poly	big	CVCVC	myejjet	myejjetim	0	0	0
COR	voiceless	CVVCCVC	poly	big	CVCVC	muabbet	muabbetim	0	0	0
COR	voiceless	CVVCCVC	poly	big	CVCVC	muahhit	muahhitim	0	1	0
COR	alternating	CVVCVC	poly	big	CVCVC	ma:bat	ma:ba:dɯm	1	0	0
COR	alternating	CVVCVC	poly	big	CVCVC	mi:lʲat	mi:lʲadɯm	1	0	0
COR	alternating	CVVCVC	poly	big	CVCVC	da:mat	da:ma:dɯm	1	0	0
COR	alternating	CVVCVC	poly	big	CVCVC	mu:tat	mu:ta:dɯm	1	0	0
COR	alternating	CVVCVC	poly	big	CVCVC	te:sit	te:sidim	0	1	0
COR	alternating	CVVCVC	poly	big	CVCVC	mu:ʤit	mu:ʤidim	0	1	0
COR	alternating	CVVCVC	poly	big	CVCVC	ʃa:hit	ʃa:hidim	0	1	0
COR	alternating	CVVCVC	poly	big	CVCVC	ta:hyt	ta:hydym	0	1	1
COR	vacillator	CVVCVC	poly	big	CVCVC	ba:dat	ba:datɯm ba:dadɯm	1	0	0
COR	vacillator	CVVCVC	poly	big	CVCVC	ta:dat	ta:datɯm ta:da:dɯm	1	0	0
COR	vacillator	CVVCVC	poly	big	CVCVC	ma:bet	ma:betim ma:bedim	0	0	0
COR	vacillator	CVVCVC	poly	big	CVCVC	fa:sit	fa:sitim fa:sidim	0	1	0
COR	vacillator	CVVCVC	poly	big	CVCVC	te:kit	te:kitim te:kidim	0	1	0
COR	vacillator	CVVCVC	poly	big	CVCVC	va:hit	va:hitim va:hidim	0	1	0
COR	vacillator	CVVCVC	poly	big	CVCVC	va:rit	va:ritim va:ridim	0	1	0
COR	vacillator	CVVCVC	poly	big	CVCVC	ra:sɯt	ra:sɯtɯm ra:sɯdɯm	1	1	0
COR	vacillator	CVVCVC	poly	big	CVCVC	ma:hut	ma:hutum ma:hudum	1	1	1
COR	voiceless	CVVCVC	poly	big	CVCVC	ta:kʲat	ta:kʲa:tim	1	0	0
COR	voiceless	CVVCVC	poly	big	CVCVC	lʲa:net	lʲa:netim	0	0	0
COR	voiceless	CVVCVC	poly	big	CVCVC	maiʃet	maiʃetim	0	0	0
COR	voiceless	CVVCVC	poly	big	CVCVC	maijet	maijetim	0	0	0
COR	voiceless	CVVCVC	poly	big	CVCVC	na:let	na:letim	0	0	0
COR	voiceless	CVVCVC	poly	big	CVCVC	ʃeamet	ʃeametim	0	0	0
COR	voiceless	CVVCVC	poly	big	CVCVC	zeamet	zeametim	0	0	0
COR	voiceless	CVVCVC	poly	big	CVCVC	ʤy:ret	ʤy:retim	0	0	0
COR	voiceless	CVVCVC	poly	big	CVCVC	da:vet	da:vetim	0	0	0
COR	voiceless	CVVCVC	poly	big	CVCVC	ga:jet	ga:jetim	0	0	0
COR	voiceless	CVVCVC	poly	big	CVCVC	ha:ʤet	ha:ʤetim	0	0	0
COR	voiceless	CVVCVC	poly	big	CVCVC	ha:let	ha:letim	0	0	0
COR	voiceless	CVVCVC	poly	big	CVCVC	la:net	la:netim	0	0	0
COR	voiceless	CVVCVC	poly	big	CVCVC	ni:met	ni:metim	0	0	0
COR	voiceless	CVVCVC	poly	big	CVCVC	ra:bet	ra:betim	0	0	0
COR	voiceless	CVVCVC	poly	big	CVCVC	ry:jet	ry:jetim	0	0	0
COR	voiceless	CVVCVC	poly	big	CVCVC	ʃa:jet	ʃa:jetim	0	0	0
COR	voiceless	CVVCVC	poly	big	CVCVC	sa:det	sa:detim	0	0	0
COR	voiceless	CVVCVC	poly	big	CVCVC	su:ret	su:retim	0	0	0
COR	voiceless	CVVCVC	poly	big	CVCVC	sa:kit	sa:kitim	0	1	0
COR	voiceless	CVVCVC	poly	big	CVCVC	sa:bit	sa:bitim	0	1	0
COR	voiceless	CVVCVC	poly	big	CVCVC	za:bit	za:bitim	0	1	0
COR	voiceless	CVVCVC	poly	big	CVCVC	sa:kɯt	sa:kɯtɯm	1	1	0
COR	alternating	CVVCVCC	poly	big	CVCVC	lʲa:kajt	lʲa:kajdɯm	1	0	0
COR	vacillator	CVVCVCC	poly	big	CVCVC	na:mert	na:mertim na:merdim	0	0	0
COR	voiceless	CVVCVCC	poly	big	CVCVC	realist	realistim	0	1	0
COR	voiceless	CVVCVCCVCC	poly	big	CVCVC	fa:renhajt	fa:renhajtɯm	1	0	0
COR	voiceless	CVVCVCCVVCVCCVCC	poly	big	CVCVC	ba:sylba:delmevt	ba:sylba:delmevtim	0	0	0
COR	alternating	CVVCVCVC	poly	big	CVCVC	mu:temet	mu:temedim	0	0	0
COR	alternating	CVVCVCVC	poly	big	CVCVC	mu:tekit	mu:tekidim	0	1	0
COR	voiceless	CVVCVCVC	poly	big	CVCVC	fi:lijat	fi:lija:tɯm	1	0	0
COR	voiceless	CVVCVCVC	poly	big	CVCVC	muamelat	muamela:tɯm	1	0	0
COR	voiceless	CVVCVCVC	poly	big	CVCVC	ta:jinat	ta:jina:tɯm	1	0	0
COR	voiceless	CVVCVCVC	poly	big	CVCVC	ma:lʲumat	ma:lʲuma:tɯm	1	0	0
COR	voiceless	CVVCVCVC	poly	big	CVCVC	ta:dilʲat	ta:dilʲa:tɯm	1	0	0
COR	voiceless	CVVCVCVC	poly	big	CVCVC	ta:limat	ta:lima:tɯm	1	0	0
COR	voiceless	CVVCVCVC	poly	big	CVCVC	muaʃeret	muaʃeretim	0	0	0
COR	voiceless	CVVCVCVC	poly	big	CVCVC	muavenet	muavenetim	0	0	0
COR	voiceless	CVVCVCVC	poly	big	CVCVC	ma:firet	ma:firetim	0	0	0
COR	voiceless	CVVCVCVC	poly	big	CVCVC	ma:hijet	ma:hijetim	0	0	0
COR	voiceless	CVVCVCVC	poly	big	CVCVC	ma:lijet	ma:lijetim	0	0	0
COR	voiceless	CVVCVCVC	poly	big	CVCVC	ma:zeret	ma:zeretim	0	0	0
COR	voiceless	CVVCVCVC	poly	big	CVCVC	ta:bijet	ta:bijetim	0	0	0
COR	voiceless	CVVCVCVC	poly	big	CVCVC	va:rijet	va:rijetim	0	0	0
COR	voiceless	CVVCVCVC	poly	big	CVCVC	za:fijet	za:fijetim	0	0	0
COR	alternating	CVVCVCVCC	poly	big	CVCVC	lʲa:ʤivert	lʲa:ʤiverdim	0	0	0
COR	voiceless	CVVCVCVCVC	poly	big	CVCVC	ma:lʲumijet	ma:lʲumijetim	0	0	0
COR	voiceless	CVVCVCVCVC	poly	big	CVCVC	ga:libijet	ga:libijetim	0	0	0
COR	voiceless	CVVCVCVCVC	poly	big	CVCVC	ha:kimijet	ha:kimijetim	0	0	0
COR	voiceless	CVVCVCVCVC	poly	big	CVCVC	ka:bilijet	ka:bilijetim	0	0	0
COR	voiceless	CVVCVCVCVC	poly	big	CVCVC	ma:lʲubijet	ma:lʲubijetim	0	0	0
COR	voiceless	CVVCVCVCVCCVCC	poly	big	CVCVC	ba:sybadelmevt	ba:sybadelmevtim	0	0	0
COR	alternating	CVVCVCVVC	poly	big	CVCVC	na:mysait	na:mysaidim	0	1	0
COR	voiceless	CVVCVCVVVC	poly	big	CVCVC	na:mysa:it	na:mysa:itim	0	1	0
COR	alternating	CVVCVVCVC	poly	big	CVCVC	ma:ba:jit	ma:ba:jidim	0	1	0
COR	voiceless	CVVCVVCVC	poly	big	CVCVC	ma:lʲu:mat	ma:lʲu:matɯm	1	0	0
COR	voiceless	CVVCVVCVC	poly	big	CVCVC	ha:ki:kʲat	ha:ki:kʲatim	1	0	0
COR	alternating	CVVVC	poly	big	CVCVC	kʲa:ɯt	kʲa:ɯdɯm	1	1	0
COR	voiced	CVVVC	poly	big	CVCVC	za:id	za:idim	0	1	0
COR	voiceless	CVVVCVC	poly	big	CVCVC	ria:jet	ria:jetim	0	0	0
COR	voiced	VC	mono	CVC	CVC	id	idim	0	1	0
COR	voiced	VC	mono	CVC	CVC	od	odum	1	0	1
COR	voiced	VC	mono	CVC	CVC	ød	ødym	0	0	1
COR	voiceless	VC	mono	CVC	CVC	et	etim	0	0	0
COR	voiceless	VC	mono	CVC	CVC	ot	otum	1	0	1
COR	voiceless	VC	mono	CVC	CVC	ut	utum	1	1	1
COR	voiceless	VCC	mono	big	CVCC	alt	altɯm	1	0	0
COR	voiceless	CVCC	mono	big	CVCC	pakt	paktɯm	1	0	0
COR	voiceless	CVCC	mono	big	CVCC	takt	taktɯm	1	0	0
COR	voiced	CVCC	mono	big	CVCC	veʒd	veʒdim	0	0	0
COR	voiceless	CVCC	mono	big	CVCC	baht	bahtɯm	1	0	0
COR	voiceless	CVCC	mono	big	CVCC	ʤeht	ʤehtim	0	0	0
COR	voiceless	CVCC	mono	big	CVCC	ʃaft	ʃaftɯm	1	0	0
COR	voiceless	CVCC	mono	big	CVCC	neft	neftim	0	0	0
COR	voiceless	CVCC	mono	big	CVCC	ʧift	ʧiftim	0	1	0
COR	voiceless	CVCC	mono	big	CVCC	zift	ziftim	0	1	0
COR	voiceless	VCC	mono	big	CVCC	aft	aftɯm	1	0	0
COR	voiceless	VCCCVCVC	poly	big	CVCVC	antrasit	antrasitim	0	1	0
COR	alternating	VCCVC	poly	big	CVCVC	ahfat	ahfa:dɯm	1	0	0
COR	alternating	VCCVC	poly	big	CVCVC	avrat	avradɯm	1	0	0
COR	alternating	VCCVC	poly	big	CVCVC	efrat	efra:dɯm	1	0	0
COR	alternating	VCCVC	poly	big	CVCVC	evlʲat	evlʲa:dɯm	1	0	0
COR	alternating	VCCVC	poly	big	CVCVC	isnat	isna:dɯm	1	0	0
COR	alternating	VCCVC	poly	big	CVCVC	ystat	ysta:dɯm	1	0	0
COR	alternating	VCCVC	poly	big	CVCVC	eʒdat	eʒda:dɯm	1	0	0
COR	alternating	VCCVC	poly	big	CVCVC	orkit	orkidim	0	1	0
COR	vacillator	VCCVC	poly	big	CVCVC	imdat	imda:dɯm imda:dɯm	1	0	0
COR	vacillator	VCCVC	poly	big	CVCVC	irʃat	irʃatɯm irʃadɯm	1	0	0
COR	vacillator	VCCVC	poly	big	CVCVC	armut	armutum armudum	1	1	1
COR	voiceless	VCCVC	poly	big	CVCVC	ɯrgat	ɯrgatɯm	1	0	0
COR	voiceless	VCCVC	poly	big	CVCVC	ɯskat	ɯska:tɯm	1	0	0
