speaker,word,C1,V,C2,F2C1,F2V,F2C2,dur b-m,duration,rate,,,
MA,gid,g,i,d,1870.3125,2081.25,1975.657895,0.062384,0.114371,normal,,,
MA,gid,g,i,d,2123.4375,2179.6875,2193.75,0.063539,0.124769,normal,,,
MA,gig,g,i,g,2054.237085,2113.608099,2149.230708,0.060074,0.115527,normal,,,
MA,gig,g,i,g,2039.0625,2067.1875,2193.75,0.053143,0.102819,normal,,,
MA,gig,g,i,g,1968.75,2053.125,2207.8125,0.047366,0.10744,normal,,,
MA,gig,g,i,g,2039.0625,2109.375,2179.6875,0.064695,0.124769,normal,,,
MA,gig,g,i,g,2025,2053.125,2095.3125,0.054298,0.118993,normal,,,
MA,gig,g,i,g,2067.1875,2053.125,2193.75,0.060074,0.117837,normal,,,
MA,gub,g,u,b,1353.65912,1128.049267,949.936224,0.047366,0.091266,normal,,,
MA,gub,g,u,b,1279.6875,1223.4375,1026.5625,0.04621,0.088955,normal,,,
MA,gub,g,u,b,1125,1012.5,885.9375,0.051987,0.108596,normal,,,
MA,gub,g,u,b,1223.4375,1139.0625,928.125,0.050832,0.093577,normal,,,
MA,gub,g,u,b,1209.375,1181.25,956.25,0.051987,0.105129,normal,,,
MA,gub,g,u,b,1251.5625,1181.25,956.25,0.051987,0.092421,normal,,,
MA,gud,g,u,d,1223.042889,1187.420281,1496.149554,0.058919,0.115527,normal,,,
MA,gud,g,u,d,1125,1110.9375,1546.875,0.061229,0.113216,normal,,,
MA,gud,g,u,d,1195.3125,1082.8125,1546.875,0.057763,0.114371,normal,,,
MA,gud,g,u,d,1560.9375,1223.4375,1687.5,0.082024,0.142098,normal,,,
MA,gud,g,u,d,1209.48,1181.25,1687.5,0.06585,0.124769,normal,,,
MA,gud,g,u,d,1364.0625,1223.4375,1715.625,0.055453,0.113216,normal,,,
MA,gug,g,u,g,1199.294483,1116.175064,1021.181441,0.053143,0.102819,normal,,,
MA,gug,g,u,g,1237.5,1096.875,1026.5625,0.042745,0.093577,normal,,,
MA,gug,g,u,g,1223.4375,1125,1054.6875,0.053143,0.094733,normal,,,
MA,gug,g,u,g,1215.789474,1110.9375,998.4375,0.047367,0.100509,normal,,,
MA,gug,g,u,g,1279.6875,1181.25,1082.8125,0.049677,0.094733,normal,,,
MA,gug,g,u,g,1265.625,1195.3125,1096.875,0.053143,0.108596,normal,,,
SB,bab,b,a,b,1265.625,1364.0625,1279.6875,0.112062,0.243762,normal,,,
SB,bab,b,a,b,1335.9375,1335.9375,1279.6875,0.110906,0.219501,normal,,,
SB,bab,b,a,b,1321.875,1378.125,1350,0.117838,0.242607,normal,,,
SB,bab,b,a,b,1350,1434.375,1307.8125,0.115527,0.240296,normal,,,
SB,bab,b,a,b,1335.9375,1364.0625,1364.0625,0.115527,0.242606,normal,,,
SB,bab,b,a,b,1350,1335.9375,1350,0.10744,0.228743,normal,,,
SB,bad,b,a,d,1392.1875,1350,1701.5625,0.114372,0.253004,normal,,,
SB,bad,b,a,d,1364.0625,1364.0625,1884.375,0.134011,0.270333,normal,,,
SB,bad,b,a,d,1350,1392.1875,1757.8125,0.12939,0.270333,normal,,,
SB,bad,b,a,d,1350,1392.1875,1856.25,0.12708,0.277265,normal,,,
SB,bad,b,a,d,1364.0625,1350,1771.875,0.097042,0.219501,normal,,,
SB,bad,b,a,d,1335.9375,1378.125,1743.75,0.106285,0.23452,normal,,,
SB,bag,b,a,g,1350,1350,1532.8125,0.123614,0.257625,normal,,,
SB,bag,b,a,g,1335.9375,1364.0625,1476.5625,0.12708,0.263402,normal,,,
SB,bag,b,a,g,1293.75,1335.9375,1687.5,0.12708,0.291128,normal,,,
SB,bag,b,a,g,1364.0625,1364.0625,1518.75,0.115527,0.240296,normal,,,
SB,bag,b,a,g,,,,,,normal,,,
SB,bag,b,a,g,1321.875,1265.625,1631.25,0.100509,0.225278,normal,,,
SB,beb,b,e,b,1982.8125,2123.4375,1785.9375,0.094732,0.184843,normal,,,
SB,beb,b,e,b,1940.625,2137.5,1687.5,0.097043,0.196396,normal,,,
SB,beb,b,e,b,2053.125,2123.4375,1603.125,0.076248,0.168669,normal,,,
SB,beb,b,e,b,1996.875,2123.4375,1954.6875,0.080869,0.17098,normal,,,
SB,beb,b,e,b,2025,2165.625,1617.1875,0.08549,0.16867,normal,,,
SB,beb,b,e,b,1982.8125,2193.75,1701.5625,0.076247,0.166358,normal,,,
SB,bed,b,e,d,2137.5,2221.875,2053.125,0.088956,0.184844,normal,,,
SB,bed,b,e,d,1996.875,2109.375,2123.4375,0.099353,0.198706,normal,,,
SB,bed,b,e,d,2109.375,2207.8125,2179.6875,0.113216,0.210259,normal,,,
SB,bed,b,e,d,2039.0625,2165.625,2095.3125,0.092421,0.187154,normal,,,
SB,bed,b,e,d,1996.875,2109.375,1884.375,0.092421,0.187153,normal,,,
SB,bed,b,e,d,2067.1875,2193.75,2067.1875,0.080869,0.167514,normal,,,
SB,beg,b,e,g,2067.1875,2292.1875,2700,0.093577,0.21257,normal,,,
SB,beg,b,e,g,2081.25,2292.1875,2882.8125,0.092422,0.203328,normal,,,
SB,beg,b,e,g,2095.3125,2348.4375,2812.5,0.078614,0.17098,normal,,,
SB,beg,b,e,g,2053.125,2390.625,2812.5,0.08549,0.198707,normal,,,
SB,beg,b,e,g,2250,2376.5625,2685.9375,0.078558,0.184843,normal,,,
SB,beg,b,e,g,1926.5625,2278.125,2798.4375,0.084335,0.191775,normal,,,
SB,bib,b,i,b,2278.125,2714.0625,2137.5,0.110906,0.214881,normal,,,
SB,bib,b,i,b,2517.1875,2671.875,2151.5625,0.103974,0.194085,normal,,,
SB,bib,b,i,b,2615.625,2798.4375,2151.5625,0.094732,0.177912,normal,,,
SB,bib,b,i,b,2376.5625,2812.5,2376.5625,0.097043,0.196396,normal,,,
SB,bib,b,i,b,2517.1875,2714.0625,2193.75,0.101664,0.196396,normal,,,
SB,bib,b,i,b,2475,2728.125,2235.9375,0.069316,0.157116,normal,,,
SB,bid,b,i,d,,,,,,normal,,,
SB,bid,b,i,d,2475,2798.4375,2376.5625,0.101663,0.212569,normal,,,
SB,bid,b,i,d,2573.4375,2882.8125,2545.3125,0.090111,0.184843,normal,,,
SB,bid,b,i,d,2362.5,2714.0625,2376.5625,0.108595,0.219501,normal,,,
SB,bid,b,i,d,2404.6875,2728.125,2320.3125,0.094732,0.207949,normal,,,
SB,bid,b,i,d,2362.5,2826.5625,2390.625,0.103974,0.203328,normal,,,
SB,big,b,i,g,2376.5625,2657.8125,2714.0625,0.106284,0.203327,normal,,,
SB,big,b,i,g,2643.75,2826.5625,2882.8125,0.092422,0.21026,normal,,,
SB,big,b,i,g,2629.6875,2714.0625,2882.8125,0.08549,0.184843,normal,,,
SB,big,b,i,g,2446.875,2714.0625,2756.25,0.120148,0.233365,normal,,,
SB,big,b,i,g,2643.75,2784.375,2798.4375,0.090111,0.205638,normal,,,
SB,big,b,i,g,2376.5625,2685.9375,2798.4375,0.087801,0.189464,normal,,,
SB,bub,b,u,b,1293.75,1181.25,1026.5625,0.097043,0.198706,normal,,,
SB,bub,b,u,b,1181.25,1054.6875,998.4375,0.099354,0.184844,normal,,,
SB,bub,b,u,b,1265.625,1096.875,970.3125,0.097043,0.182533,normal,,,
SB,bub,b,u,b,1167.1875,1096.875,998.4375,0.087626,0.182532,normal,,,
SB,bub,b,u,b,1265.625,1265.625,1096.875,0.08318,0.175601,normal,,,
SB,bub,b,u,b,1167.1875,1139.0625,1012.5,0.0878,0.180222,normal,,,
SB,bud,b,u,d,1243.421053,1153.125,1603.125,0.108595,0.216035,normal,,,
SB,bud,b,u,d,1321.875,1125,1982.8125,0.099353,0.210259,normal,,,
SB,bud,b,u,d,1181.25,1110.9375,1940.625,0.103974,0.21257,normal,,,
SB,bud,b,u,d,1181.25,1265.625,1659.375,0.092421,0.189464,normal,,,
SB,bud,b,u,d,1265.625,1251.5625,2179.6875,0.094732,0.196396,normal,,,
SB,bud,b,u,d,1279.6875,1209.375,1926.5625,0.094732,0.202172,normal,,,
SB,bug,b,u,g,1125,1096.875,1265.625,0.100508,0.210259,normal,,,
SB,bug,b,u,g,1350,1082.8125,1153.125,0.101664,0.191775,normal,,,
SB,bug,b,u,g,1167.1875,1110.9375,1139.0625,0.103974,0.191774,normal,,,
SB,bug,b,u,g,1265.625,1125,1139.0625,0.110906,0.201017,normal,,,
SB,bug,b,u,g,1195.3125,1181.25,1167.1875,0.080868,0.17329,normal,,,
SB,bug,b,u,g,1209.375,1125,1209.375,0.097042,0.19293,normal,,,
SB,dab,d,a,b,1884.375,1420.3125,1335.9375,0.132856,0.251849,normal,,,
SB,dab,d,a,b,1884.375,1364.0625,1350,0.12708,0.251849,normal,,,
SB,dab,d,a,b,1729.6875,1378.125,1279.6875,0.124769,0.242606,normal,,,
SB,dab,d,a,b,1870.3125,1462.5,1265.625,0.120148,0.235675,normal,,,
SB,dab,d,a,b,1982.8125,1434.375,1350,0.110906,0.228743,normal,,,
SB,dab,d,a,b,1715.625,1364.0625,1335.9375,0.095887,0.216035,normal,,,
SB,dad,d,a,d,1954.6875,1448.4375,1729.6875,0.142099,0.273799,normal,,,
SB,dad,d,a,d,1842.1875,1350,1884.375,0.12939,0.272643,normal,,,
SB,dad,d,a,d,1870.3125,1434.375,1898.4375,0.136321,0.272643,normal,,,
SB,dad,d,a,d,1954.6875,1364.0625,1814.0625,0.122458,0.25647,normal,,,
SB,dad,d,a,d,1856.25,1406.25,1856.25,0.117837,0.244917,normal,,,
SB,dad,d,a,d,1785.9375,1350,1856.25,0.106285,0.247228,normal,,,
SB,dag,d,a,g,1715.625,1265.625,1462.5,0.121304,0.246073,normal,,,
SB,dag,d,a,g,1701.5625,1350,1575,0.117837,0.249538,normal,,,
SB,dag,d,a,g,1785.9375,1350,1575,0.122458,0.25878,normal,,,
SB,dag,d,a,g,1771.875,1350,1406.25,0.115527,0.233365,normal,,,
SB,dag,d,a,g,1645.3125,1321.875,1532.8125,0.122459,0.247228,normal,,,
SB,dag,d,a,g,1701.5625,1335.9375,1659.375,0.106285,0.23683,normal,,,
SB,deb,d,e,b,2193.75,2123.4375,1532.8125,0.08549,0.183688,normal,,,
SB,deb,d,e,b,2207.8125,2151.5625,1532.8125,0.078559,0.161738,normal,,,
SB,deb,d,e,b,2193.75,2123.4375,1560.9375,0.073937,0.157116,normal,,,
SB,deb,d,e,b,2207.8125,2025,1448.4375,0.08549,0.164048,normal,,,
SB,deb,d,e,b,2165.625,2039.0625,1490.625,0.078559,0.182533,normal,,,
SB,deb,d,e,b,2278.125,2278.125,1546.875,0.073937,0.154806,normal,,,
SB,ded,d,e,d,2348.4375,2221.875,2095.3125,0.0878,0.180222,normal,,,
SB,ded,d,e,d,2235.9375,2221.875,2010.9375,0.092421,0.196396,normal,,,
SB,ded,d,e,d,2264.0625,2250,2053.125,0.090111,0.189465,normal,,,
SB,ded,d,e,d,2207.8125,2221.875,2039.0625,0.0878,0.175601,normal,,,
SB,ded,d,e,d,2207.8125,2221.875,2292.1875,0.090111,0.184843,normal,,,
SB,ded,d,e,d,2221.875,2179.6875,2025,0.101664,0.19293,normal,,,
SB,deg,d,e,g,2348.4375,2278.125,2643.75,0.078559,0.173291,normal,,,
SB,deg,d,e,g,2278.125,2207.8125,2545.3125,0.115527,0.219501,normal,,,
SB,deg,d,e,g,2207.8125,2292.1875,2531.25,0.099353,0.198706,normal,,,
SB,deg,d,e,g,2235.9375,2264.0625,2362.5,0.092421,0.189464,normal,,,
SB,deg,d,e,g,2207.8125,2235.9375,2460.9375,0.080869,0.189465,normal,,,
SB,deg,d,e,g,2221.875,2306.25,2714.0625,0.090111,0.201017,normal,,,
SB,dib,d,i,b,2418.75,2629.6875,2095.3125,0.109751,0.216036,normal,,,
SB,dib,d,i,b,2446.875,2728.125,2278.125,0.110906,0.21257,normal,,,
SB,dib,d,i,b,2489.0625,2742.1875,2193.75,0.103974,0.191774,normal,,,
SB,dib,d,i,b,2629.6875,2798.4375,1968.75,0.08549,0.17329,normal,,,
SB,dib,d,i,b,2545.3125,2643.75,2348.4375,0.073937,0.140943,normal,,,
SB,dib,d,i,b,2376.5625,2742.1875,2151.5625,0.094732,0.175601,normal,,,
SB,did,d,i,d,2559.375,2714.0625,2475,0.113217,0.224122,normal,,,
SB,did,d,i,d,2475,2770.3125,2207.8125,0.101664,0.217191,normal,,,
SB,did,d,i,d,2531.25,2770.3125,2362.5,0.101663,0.207948,normal,,,
SB,did,d,i,d,2475,2784.375,2306.25,0.101664,0.221812,normal,,,
SB,did,d,i,d,2489.0625,2685.9375,2348.4375,0.097043,0.187154,normal,,,
SB,did,d,i,d,2503.125,2629.6875,2207.8125,0.100508,0.206793,normal,,,
SB,dig,d,i,g,2376.5625,2685.9375,2826.5625,0.102353,0.192138,normal,,,
SB,dig,d,i,g,2542.105263,2700,2826.5625,0.110906,0.217191,normal,,,
SB,dig,d,i,g,2432.8125,2756.25,2896.875,0.106285,0.219501,normal,,,
SB,dig,d,i,g,2728.125,2826.5625,2652.631579,0.124769,0.231054,normal,,,
SB,dig,d,i,g,2460.9375,2714.0625,2798.4375,0.092421,0.203327,normal,,,
SB,dig,d,i,g,2503.125,2657.8125,2798.4375,0.101664,0.202172,normal,,,
SB,dub,d,u,b,2210.526316,1448.4375,1167.1875,0.108596,0.187154,normal,,,
SB,dub,d,u,b,2039.0625,1378.125,1054.6875,0.124769,0.228743,normal,,,
SB,dub,d,u,b,2039.0625,1603.125,1096.875,0.092422,0.191775,normal,,,
SB,dub,d,u,b,2081.25,1546.875,1153.125,0.097042,0.17329,normal,,,
SB,dub,d,u,b,2053.125,1518.75,1265.625,0.069316,0.150185,normal,,,
SB,dub,d,u,b,2137.5,1954.6875,1335.9375,0.086645,0.17098,normal,,,
SB,dud,d,u,d,2025,1532.8125,1898.4375,0.106285,0.198707,normal,,,
SB,dud,d,u,d,2137.5,1800,2067.1875,0.140943,0.270333,normal,,,
SB,dud,d,u,d,2151.5625,1532.8125,1982.8125,0.1317,0.210259,normal,,,
SB,dud,d,u,d,2179.6875,1729.6875,2053.125,0.120149,0.177912,normal,,,
SB,dud,d,u,d,2137.5,1968.75,2025,0.101664,0.198706,normal,,,
SB,dud,d,u,d,2193.75,1968.75,2067.1875,0.079713,0.159427,normal,,,
SB,dug,d,u,g,2025,1518.75,1251.5625,0.099354,0.187154,normal,,,
SB,dug,d,u,g,2113.815789,1701.5625,1560.9375,0.12939,0.247228,normal,,,
SB,dug,d,u,g,2123.4375,1673.4375,1434.375,0.097043,0.194085,normal,,,
SB,dug,d,u,g,2067.1875,1645.3125,1265.625,0.094732,0.187154,normal,,,
SB,dug,d,u,g,2039.0625,1518.75,1265.625,0.092422,0.184843,normal,,,
SB,dug,d,u,g,2109.375,1954.6875,1617.1875,0.091267,0.19062,normal,,,
SB,gab,g,a,b,1673.4375,1392.1875,1279.6875,0.10079,0.218627,normal,,,
SB,gab,g,a,b,1856.25,1476.5625,1321.875,0.115527,0.235675,normal,,,
SB,gab,g,a,b,1785.9375,1448.4375,1335.9375,0.110906,0.228744,normal,,,
SB,gab,g,a,b,2039.0625,1448.4375,1307.8125,0.101663,0.221811,normal,,,
SB,gab,g,a,b,1785.9375,1448.4375,1279.6875,0.117838,0.219502,normal,,,
SB,gab,g,a,b,1785.9375,1490.625,1364.0625,0.115527,0.225277,normal,,,
SB,gad,g,a,d,1603.125,1462.5,1560.9375,0.123614,0.25416,normal,,,
SB,gad,g,a,d,1575,1434.375,1771.875,0.134011,0.25647,normal,,,
SB,gad,g,a,d,1729.6875,1462.5,1701.5625,0.115527,0.249538,normal,,,
SB,gad,g,a,d,1940.625,1532.8125,1800,0.108595,0.231054,normal,,,
SB,gad,g,a,d,1771.875,1462.5,1771.875,0.108595,0.237986,normal,,,
SB,gad,g,a,d,1814.0625,1462.5,1729.6875,0.115527,0.257626,normal,,,
SB,gag,g,a,g,1701.5625,1378.125,1659.375,0.117837,0.251849,normal,,,
SB,gag,g,a,g,1631.25,1350,1504.6875,0.120148,0.247227,normal,,,
SB,gag,g,a,g,1603.125,1392.1875,1617.1875,0.120149,0.235676,normal,,,
SB,gag,g,a,g,1715.625,1350,1589.0625,0.124769,0.242606,normal,,,
SB,gag,g,a,g,2039.0625,1420.3125,1673.4375,0.101664,0.240296,normal,,,
SB,gag,g,a,g,1996.875,1518.75,1968.75,0.110906,0.244918,normal,,,
SB,geb,g,e,b,2587.5,2151.5625,1771.875,0.092422,0.182533,normal,,,
SB,geb,g,e,b,2545.3125,2165.625,1546.875,0.097042,0.175601,normal,,,
SB,geb,g,e,b,2573.4375,2165.625,1490.625,0.071627,0.164049,normal,,,
SB,geb,g,e,b,2559.375,2193.75,1884.375,0.090111,0.189464,normal,,,
SB,geb,g,e,b,2545.3125,2137.5,1420.3125,0.073937,0.150185,normal,,,
SB,geb,g,e,b,2601.5625,2207.8125,1462.5,0.080869,0.158272,normal,,,
SB,ged,g,e,d,2629.6875,2207.8125,2179.6875,0.090111,0.169825,normal,,,
SB,ged,g,e,d,2601.5625,2193.75,2095.3125,0.106285,0.198706,normal,,,
SB,ged,g,e,d,2629.6875,2193.75,2053.125,0.092422,0.191775,normal,,,
SB,ged,g,e,d,2615.625,2207.8125,1968.75,0.078558,0.175601,normal,,,
SB,ged,g,e,d,2629.6875,2531.25,2193.75,0.097042,0.189464,normal,,,
SB,ged,g,e,d,2545.3125,2207.8125,2010.9375,0.100509,0.204483,normal,,,
SB,geg,g,e,g,2629.6875,2292.1875,2629.6875,0.090111,0.201017,normal,,,
SB,geg,g,e,g,2545.3125,2207.8125,2700,0.106284,0.194085,normal,,,
SB,geg,g,e,g,2573.4375,2137.5,2573.4375,0.097043,0.201017,normal,,,
SB,geg,g,e,g,2601.5625,2362.5,2798.4375,0.092422,0.207949,normal,,,
SB,geg,g,e,g,2615.625,2278.125,2601.5625,0.08549,0.177912,normal,,,
SB,geg,g,e,g,2531.25,2235.9375,2728.125,0.087801,0.189465,normal,,,
SB,gib,g,i,b,2652.631579,2714.0625,2193.75,0.110906,0.195241,normal,,,
SB,gib,g,i,b,2685.9375,2728.125,2151.5625,0.108596,0.196396,normal,,,
SB,gib,g,i,b,2854.6875,2812.5,2095.3125,0.097043,0.182533,normal,,,
SB,gib,g,i,b,2629.6875,2714.0625,2221.875,0.090111,0.168669,normal,,,
SB,gib,g,i,b,2545.3125,2643.75,2221.875,0.0878,0.177911,normal,,,
SB,gib,g,i,b,2714.0625,2714.0625,2278.125,0.100509,0.179067,normal,,,
SB,gid,g,i,d,2615.625,2714.0625,2390.625,0.112061,0.198706,normal,,,
SB,gid,g,i,d,2728.125,2784.375,2475,0.115526,0.196395,normal,,,
SB,gid,g,i,d,2742.1875,2812.5,2404.6875,0.110906,0.201017,normal,,,
SB,gid,g,i,d,2714.0625,2728.125,2418.75,0.099353,0.189465,normal,,,
SB,gid,g,i,d,2756.25,2728.125,2362.5,0.101664,0.196396,normal,,,
SB,gid,g,i,d,2545.3125,2784.375,2306.25,0.109751,0.221812,normal,,,
SB,gig,g,i,g,2657.8125,2742.1875,2812.5,0.113216,0.203328,normal,,,
SB,gig,g,i,g,2700,2714.0625,2798.4375,0.087078,0.191052,normal,,,
SB,gig,g,i,g,2742.1875,2798.4375,2812.5,0.115527,0.217191,normal,,,
SB,gig,g,i,g,2671.875,2798.4375,2756.25,0.122459,0.21257,normal,,,
SB,gig,g,i,g,2657.8125,2714.0625,2629.6875,0.092422,0.189465,normal,,,
SB,gig,g,i,g,2671.875,2671.875,2742.1875,0.094732,0.191775,normal,,,
SB,gub,g,u,b,1312.5,1153.125,1096.875,0.10513,0.196396,normal,,,
SB,gub,g,u,b,1340.131579,1181.25,1012.5,0.101664,0.187154,normal,,,
SB,gub,g,u,b,1279.6875,1223.4375,1054.6875,0.076247,0.17329,normal,,,
SB,gub,g,u,b,1312.5,1251.5625,1012.5,0.092421,0.182532,normal,,,
SB,gub,g,u,b,1335.9375,1335.9375,1167.1875,0.097043,0.194086,normal,,,
SB,gub,g,u,b,1350,1251.5625,1082.8125,0.093576,0.182532,normal,,,
SB,gud,g,u,d,1434.375,1476.5625,2081.25,0.073937,0.144409,normal,,,
SB,gud,g,u,d,1490.625,1293.75,1828.125,0.106285,0.228744,normal,,,
SB,gud,g,u,d,1518.75,1265.625,1982.8125,0.117837,0.233364,normal,,,
SB,gud,g,u,d,1364.0625,1181.25,1968.75,0.113216,0.217191,normal,,,
SB,gud,g,u,d,1271.052632,1167.1875,1842.1875,0.108596,0.221812,normal,,,
SB,gud,g,u,d,1279.6875,1279.6875,2053.125,0.10744,0.191774,normal,,,
SB,gug,g,u,g,1312.5,1195.3125,1195.3125,0.113217,0.207949,normal,,,
SB,gug,g,u,g,1265.625,1265.625,1251.5625,0.115527,0.21719,normal,,,
SB,gug,g,u,g,1321.875,1251.5625,1265.625,0.099353,0.184843,normal,,,
SB,gug,g,u,g,1434.375,1350,1279.6875,0.099353,0.182533,normal,,,
SB,gug,g,u,g,1265.625,1265.625,1181.25,0.094732,0.187154,normal,,,
SB,gug,g,u,g,1392.1875,1223.4375,1307.8125,0.078558,0.165203,normal,,,
BC,bab,b,a,b,928.125,984.375,1026.5625,0.080869,0.165204,fast,,,
BC,bab,b,a,b,928.125,1026.5625,1082.8125,0.057764,0.128235,fast,,,
BC,bab,b,a,b,942.1875,1012.5,998.4375,0.070472,0.144409,fast,,,
BC,bab,b,a,b,914.0625,1026.5625,1012.5,0.071627,0.138632,fast,,,
BC,bab,b,a,b,942.1875,998.4375,1012.5,0.077403,0.145564,fast,,,
BC,bab,b,a,b,928.125,1012.5,970.3125,0.075092,0.159427,fast,,,
BC,bad,b,a,d,914.0625,998.4375,1181.25,0.08318,0.166359,fast,,,
BC,bad,b,a,d,956.25,1012.5,1181.25,0.070471,0.146719,fast,,,
BC,bad,b,a,d,1012.5,1096.875,1181.25,0.064695,0.137477,fast,,,
BC,bad,b,a,d,928.125,1082.8125,1181.25,0.080869,0.160583,fast,,,
BC,bad,b,a,d,942.1875,998.4375,1251.5625,0.06354,0.125924,fast,,,
BC,bad,b,a,d,914.0625,1012.5,1181.25,0.076248,0.151341,fast,,,
BC,bag,b,a,g,942.1875,956.25,1223.4375,0.082024,0.176756,fast,,,
BC,bag,b,a,g,956.25,970.3125,1237.5,0.067005,0.155961,fast,,,
BC,bag,b,a,g,998.4375,984.375,1181.25,0.073938,0.161738,fast,,,
BC,bag,b,a,g,914.0625,1012.5,1195.3125,0.076248,0.14903,fast,,,
BC,bag,b,a,g,928.125,1026.5625,1195.3125,0.080869,0.161737,fast,,,
BC,bag,b,a,g,942.1875,942.1875,1139.0625,0.073937,0.159427,fast,,,
BC,beb,b,e,b,1223.4375,1350,1096.875,0.060074,0.112061,fast,,,
BC,beb,b,e,b,1265.625,1321.875,1209.375,0.058919,0.116683,fast,,,
BC,beb,b,e,b,1265.625,1392.1875,1167.1875,0.048522,0.10513,fast,,,
BC,beb,b,e,b,1209.375,1321.875,1096.875,0.049677,0.098198,fast,,,
BC,beb,b,e,b,1265.625,1321.875,1110.9375,0.051987,0.102819,fast,,,
BC,beb,b,e,b,1209.375,1350,1153.125,0.054297,0.10975,fast,,,
BC,bed,b,e,d,1293.75,1378.125,1392.1875,0.054297,0.118992,fast,,,
BC,bed,b,e,d,1378.125,1434.375,1448.4375,0.053142,0.115527,fast,,,
BC,bed,b,e,d,1265.625,1265.625,1350,0.054298,0.113216,fast,,,
BC,bed,b,e,d,1279.6875,1364.0625,1392.1875,0.057763,0.106285,fast,,,
BC,bed,b,e,d,1251.5625,1293.75,1265.625,0.049676,0.097043,fast,,,
BC,bed,b,e,d,1195.3125,1350,1378.125,0.0439,0.106285,fast,,,
BC,beg,b,e,g,1251.5625,1307.8125,1715.625,0.056608,0.122459,fast,,,
BC,beg,b,e,g,1279.6875,1462.5,1645.3125,0.06354,0.12939,fast,,,
BC,beg,b,e,g,1237.5,1378.125,1701.5625,0.058918,0.114371,fast,,,
BC,beg,b,e,g,1335.9375,1378.125,1715.625,0.048521,0.115527,fast,,,
BC,beg,b,e,g,1237.5,1364.0625,1715.625,0.06354,0.132856,fast,,,
BC,beg,b,e,g,1237.5,1293.75,1617.1875,0.053142,0.115527,fast,,,
BC,bib,b,i,b,1546.875,1968.75,1504.6875,0.056609,0.112061,fast,,,
BC,bib,b,i,b,1701.5625,1968.75,1279.6875,0.062384,0.124769,fast,,,
BC,bib,b,i,b,1617.1875,1870.3125,1378.125,0.058919,0.102819,fast,,,
BC,bib,b,i,b,1645.3125,1954.6875,1518.75,0.058918,0.100508,fast,,,
BC,bib,b,i,b,1617.1875,1954.6875,1378.125,0.061229,0.101664,fast,,,
BC,bib,b,i,b,1645.3125,1884.375,1251.5625,0.055452,0.110905,fast,,,
BC,bid,b,i,d,1631.25,2039.0625,1814.0625,0.064695,0.130546,fast,,,
BC,bid,b,i,d,1757.8125,1940.625,1800,0.054298,0.102819,fast,,,
BC,bid,b,i,d,1645.3125,1954.6875,1785.9375,0.062384,0.117837,fast,,,
BC,bid,b,i,d,1659.375,1996.875,1842.1875,0.064695,0.125924,fast,,,
BC,bid,b,i,d,1589.0625,1898.4375,1687.5,0.062385,0.099353,fast,,,
BC,bid,b,i,d,1462.5,1954.6875,1715.625,0.064695,0.130545,fast,,,
BC,big,b,i,g,1729.6875,2039.0625,2137.5,0.060074,0.124769,fast,,,
BC,big,b,i,g,1785.9375,2010.9375,2123.4375,0.055453,0.106285,fast,,,
BC,big,b,i,g,1645.3125,1940.625,2053.125,0.056608,0.10975,fast,,,
BC,big,b,i,g,1729.6875,1954.6875,2053.125,0.049676,0.103974,fast,,,
BC,big,b,i,g,1532.8125,1884.375,2039.0625,0.055453,0.10975,fast,,,
BC,big,b,i,g,1546.875,1785.9375,2025,0.06123,0.116683,fast,,,
BC,bub,b,u,b,1082.8125,998.4375,984.375,0.068161,0.131701,fast,,,
BC,bub,b,u,b,1167.1875,1012.5,1026.5625,0.06123,0.125925,fast,,,
BC,bub,b,u,b,1096.875,1082.8125,914.0625,0.058919,0.118993,fast,,,
BC,bub,b,u,b,1082.8125,1096.875,1012.5,0.062385,0.116682,fast,,,
BC,bub,b,u,b,1012.5,1012.5,928.125,0.051988,0.103975,fast,,,
BC,bub,b,u,b,1105.263158,1012.5,998.4375,0.064695,0.131701,fast,,,
BC,bud,b,u,d,1167.1875,1068.75,1378.125,0.071627,0.139788,fast,,,
BC,bud,b,u,d,1125,1068.75,1335.9375,0.06585,0.118993,fast,,,
BC,bud,b,u,d,1068.75,1026.5625,1378.125,0.056609,0.115527,fast,,,
BC,bud,b,u,d,1167.1875,1068.75,1434.375,0.072782,0.145564,fast,,,
BC,bud,b,u,d,1146.710526,928.125,1293.75,0.073937,0.136321,fast,,,
BC,bud,b,u,d,1026.5625,1026.5625,1312.5,0.058919,0.118993,fast,,,
BC,bug,b,u,g,1040.625,998.4375,1026.5625,0.061229,0.134011,fast,,,
BC,bug,b,u,g,1026.5625,1012.5,984.375,0.042745,0.098198,fast,,,
BC,bug,b,u,g,984.375,998.4375,942.1875,0.057764,0.110906,fast,,,
BC,bug,b,u,g,928.125,1012.5,1026.5625,0.056608,0.117838,fast,,,
BC,bug,b,u,g,871.875,970.3125,1026.5625,0.072782,0.142098,fast,,,
BC,bug,b,u,g,1139.0625,1012.5,1026.5625,0.057764,0.136322,fast,,,
BC,dab,d,a,b,1392.1875,1026.5625,998.4375,0.08549,0.169825,fast,,,
BC,dab,d,a,b,1251.5625,1068.75,1082.8125,0.08549,0.152495,fast,,,
BC,dab,d,a,b,1293.75,1082.8125,1110.9375,0.100509,0.189464,fast,,,
BC,dab,d,a,b,1307.8125,1096.875,1012.5,0.072782,0.139788,fast,,,
