speaker,word,C1,V,C2,F2C1,F2V,F2C2,dur b-m,duration,rate,,,
CC,deb,d,e,b,2164.160401,2062.5,1571.428571,0.078558,0.162249,normal,,,
CC,ded,d,e,d,2302.005013,2202.806122,2034.438776,0.080869,0.169824,normal,,,
CC,ded,d,e,d,2219.298246,2202.806122,2081.453634,0.093575,0.2037,normal,,,
CC,ded,d,e,d,2286.989796,2216.836735,2177.944862,0.102816,0.228879,normal,,,
CC,ded,d,e,d,2258.928571,2174.744898,2040.100251,0.102819,0.245427,normal,,,
CC,ded,d,e,d,2244.897959,2258.928571,2150.37594,0.099354,0.203135,normal,,,
CC,ded,d,e,d,2272.959184,2188.77551,2109.022556,0.115527,0.240807,normal,,,
CC,deg,d,e,g,2260.651629,2357.142857,2483.418367,0.092422,0.202173,normal,,,
CC,deg,d,e,g,2258.928571,2244.897959,2525.510204,0.094152,0.209347,normal,,,
CC,deg,d,e,g,2301.020408,2371.173469,2609.693878,0.083755,0.192497,normal,,,
CC,deg,d,e,g,2216.836735,2371.173469,2591.478697,0.098198,0.201524,normal,,,
CC,deg,d,e,g,2216.836735,2258.928571,2577.694236,0.0878,0.170786,normal,,,
CC,deg,d,e,g,2205.513784,2343.112245,2441.326531,0.082024,0.174956,normal,,,
CC,dib,d,i,b,2660.401003,2960.459184,2095.238095,0.087801,0.185999,normal,,,
CC,dib,d,i,b,2729.323308,3058.673469,2665.816327,0.098773,0.205882,normal,,,
CC,dib,d,i,b,2632.83208,2988.520408,2511.479592,0.113213,0.216173,normal,,,
CC,dib,d,i,b,2750,3044.642857,2609.693878,0.080869,0.191129,normal,,,
CC,dib,d,i,b,2721.938776,2904.336735,1992.346939,0.093577,0.191582,normal,,,
CC,dib,d,i,b,2632.83208,2974.489796,2371.173469,0.093577,0.181889,normal,,,
CC,did,d,i,d,2679.846939,3044.642857,2632.83208,0.103974,0.212569,normal,,,
CC,did,d,i,d,2539.540816,3072.704082,2619.047619,0.120145,0.214544,normal,,,
CC,did,d,i,d,2595.663265,3016.581633,2623.72449,0.081444,0.222527,normal,,,
CC,did,d,i,d,2660.401003,3016.581633,2469.387755,0.10975,0.245427,normal,,,
CC,did,d,i,d,2834.183673,2974.489796,2715.538847,0.097043,0.212376,normal,,,
CC,did,d,i,d,2750,2918.367347,2481.203008,0.102819,0.223478,normal,,,
CC,dig,d,i,g,2848.214286,2988.520408,2963.659148,0.10686,0.226427,normal,,,
CC,dig,d,i,g,2660.401003,2946.428571,2946.428571,0.090109,0.185661,normal,,,
CC,dig,d,i,g,2455.357143,2988.520408,2991.22807,0.101083,0.228886,normal,,,
CC,dig,d,i,g,2563.909774,2974.489796,2991.22807,0.112062,0.225787,normal,,,
CC,dig,d,i,g,2707.908163,2974.489796,2963.659148,0.094732,0.203135,normal,,,
CC,dig,d,i,g,2735.969388,3016.581633,2918.367347,0.08318,0.1842,normal,,,
CC,dub,d,u,b,2258.928571,1781.887755,1234.693878,0.108015,0.211987,normal,,,
CC,dub,d,u,b,2329.081633,1781.887755,1185.463659,0.100506,0.20042,normal,,,
CC,dub,d,u,b,2288.220551,1866.071429,1254.385965,0.079712,0.178049,normal,,,
CC,dub,d,u,b,2160.714286,1767.857143,1262.755102,0.10744,0.221166,normal,,,
CC,dub,d,u,b,2076.530612,1866.071429,1116.541353,0.099353,0.206601,normal,,,
CC,dub,d,u,b,2109.022556,1781.887755,1268.170426,0.088956,0.176114,normal,,,
CC,dud,d,u,d,2216.836735,1697.704082,1781.887755,0.129391,0.216036,normal,,,
CC,dud,d,u,d,2202.806122,1711.734694,1874.686717,0.19408,0.246053,normal,,,
CC,dud,d,u,d,2258.928571,1445.153061,1778.195489,0.184843,0.252002,normal,,,
CC,dud,d,u,d,2244.897959,1739.795918,1613.520408,0.107441,0.23272,normal,,,
CC,dud,d,u,d,2219.298246,1501.27551,1767.857143,0.138633,0.188116,normal,,,
CC,dud,d,u,d,2205.513784,1626.566416,1795.918367,0.175601,0.232721,normal,,,
CC,dug,d,u,g,2274.43609,2132.653061,1461.152882,0.091266,0.199862,normal,,,
CC,dug,d,u,g,2329.081633,2216.836735,1459.183673,0.080867,0.186559,normal,,,
CC,dug,d,u,g,2216.836735,2048.469388,1417.091837,0.082024,0.178066,normal,,,
CC,dug,d,u,g,2216.836735,1992.346939,1571.428571,0.078558,0.164556,normal,,,
CC,dug,d,u,g,2246.867168,1950.255102,1419.799499,0.118993,0.249345,normal,,,
CC,dug,d,u,g,2132.653061,1781.887755,1185.463659,0.095888,0.203839,normal,,,
CC,gab,g,a,b,1695.488722,1262.755102,1419.799499,0.117837,0.239141,normal,,,
CC,gab,g,a,b,1598.997494,1262.755102,1419.799499,0.132856,0.264646,normal,,,
CC,gab,g,a,b,1447.368421,1262.755102,1350.877193,0.111481,0.250259,normal,,,
CC,gab,g,a,b,1683.673469,1332.908163,1459.183673,0.123614,0.250047,normal,,,
CC,gab,g,a,b,1612.781955,1276.785714,1447.368421,0.125925,0.257433,normal,,,
CC,gab,g,a,b,1681.704261,1360.969388,1445.153061,0.116683,0.237341,normal,,,
CC,gad,g,a,d,1543.859649,1290.816327,1957.393484,0.123614,0.276109,normal,,,
CC,gad,g,a,d,1613.520408,1346.938776,1957.393484,0.116682,0.250785,normal,,,
CC,gad,g,a,d,1433.58396,1262.755102,1874.686717,0.096463,0.269313,normal,,,
CC,gad,g,a,d,1585.213033,1360.969388,1866.071429,0.114371,0.269686,normal,,,
CC,gad,g,a,d,1626.566416,1360.969388,1791.97995,0.116682,0.232017,normal,,,
CC,gad,g,a,d,1681.704261,1360.969388,1860.902256,0.131701,0.29164,normal,,,
CC,gag,g,a,g,1488.721805,1248.72449,1447.368421,0.109751,0.222967,normal,,,
CC,gag,g,a,g,1543.367347,1262.755102,1530.075188,0.123611,0.24111,normal,,,
CC,gag,g,a,g,1681.704261,1360.969388,1543.367347,0.126499,0.267007,normal,,,
CC,gag,g,a,g,1530.075188,1248.72449,1516.290727,0.108595,0.232718,normal,,,
CC,gag,g,a,g,1626.566416,1234.693878,1502.506266,0.110906,0.242412,normal,,,
CC,gag,g,a,g,1530.075188,1290.816327,1447.368421,0.10744,0.226944,normal,,,
CC,geb,g,e,b,2721.938776,2174.744898,1543.859649,0.098198,0.194086,normal,,,
CC,geb,g,e,b,2764.030612,2146.683673,1543.859649,0.088956,0.187115,normal,,,
CC,geb,g,e,b,2792.091837,2160.714286,1543.859649,0.093577,0.184996,normal,,,
CC,geb,g,e,b,2707.908163,2048.469388,1530.075188,0.083179,0.168024,normal,,,
CC,geb,g,e,b,2707.908163,2006.377551,1655.612245,0.101664,0.195048,normal,,,
CC,geb,g,e,b,2665.816327,2076.530612,1571.428571,0.077403,0.165716,normal,,,
CC,ged,g,e,d,2834.183673,2174.744898,2150.37594,0.110905,0.191774,normal,,,
CC,ged,g,e,d,2735.969388,2230.867347,2122.807018,0.088956,0.180182,normal,,,
CC,ged,g,e,d,2778.061224,2230.867347,2177.944862,0.106284,0.187306,normal,,,
CC,ged,g,e,d,2798.245614,2216.836735,2026.315789,0.10744,0.243118,normal,,,
CC,ged,g,e,d,2750,2132.653061,1971.177945,0.10744,0.196203,normal,,,
CC,ged,g,e,d,2798.245614,2146.683673,2122.807018,0.106285,0.199219,normal,,,
CC,geg,g,e,g,2729.323308,2343.112245,2455.357143,0.084335,0.172135,normal,,,
CC,geg,g,e,g,2806.122449,2286.989796,2511.479592,0.108596,0.219593,normal,,,
CC,geg,g,e,g,2721.938776,2469.387755,2619.047619,0.103394,0.207514,normal,,,
CC,geg,g,e,g,2721.938776,2286.989796,2483.418367,0.094732,0.202681,normal,,,
CC,geg,g,e,g,2756.892231,2371.173469,2660.401003,0.098198,0.201977,normal,,,
CC,geg,g,e,g,2778.061224,2343.112245,2707.908163,0.071627,0.155318,normal,,,
CC,gib,g,i,b,3115.288221,3016.581633,2301.020408,0.116682,0.218346,normal,,,
CC,gib,g,i,b,3002.55102,2988.520408,1778.195489,0.099928,0.205435,normal,,,
CC,gib,g,i,b,2932.397959,3044.642857,2707.908163,0.092422,0.200015,normal,,,
CC,gib,g,i,b,2960.459184,2988.520408,2286.989796,0.112061,0.236184,normal,,,
CC,gib,g,i,b,2960.459184,2890.306122,1874.686717,0.106285,0.189274,normal,,,
CC,gib,g,i,b,2890.306122,2960.459184,2595.663265,0.098198,0.203839,normal,,,
CC,gid,g,i,d,2960.459184,3016.581633,2632.83208,0.118993,0.219502,normal,,,
CC,gid,g,i,d,2936.090226,2988.520408,2632.83208,0.102819,0.225369,normal,,,
CC,gid,g,i,d,2936.090226,3002.55102,2632.83208,0.101664,0.220809,normal,,,
CC,gid,g,i,d,2977.443609,2974.489796,2674.185464,0.110905,0.222322,normal,,,
CC,gid,g,i,d,2890.306122,3016.581633,2619.047619,0.118993,0.251656,normal,,,
CC,gid,g,i,d,3018.796992,2988.520408,2591.478697,0.115527,0.2281,normal,,,
CC,gig,g,i,g,2862.244898,2946.428571,2880.952381,0.092421,0.204482,normal,,,
CC,gig,g,i,g,2867.16792,2988.520408,2963.659148,0.109751,0.204573,normal,,,
CC,gig,g,i,g,2988.520408,3058.673469,3058.673469,0.100506,0.211553,normal,,,
CC,gig,g,i,g,2963.659148,2974.489796,2991.22807,0.123614,0.238494,normal,,,
CC,gig,g,i,g,2908.521303,3002.55102,2963.659148,0.128235,0.219308,normal,,,
CC,gig,g,i,g,2988.520408,2960.459184,2918.367347,0.103974,0.200544,normal,,,
CC,gub,g,u,b,1695.488722,1360.969388,1033.834586,0.101664,0.221812,normal,,,
CC,gub,g,u,b,1695.488722,1431.122449,1080.357143,0.127654,0.234183,normal,,,
CC,gub,g,u,b,1529.336735,1360.969388,982.142857,0.108592,0.219645,normal,,,
CC,gub,g,u,b,1585.459184,1417.091837,982.142857,0.08318,0.179577,normal,,,
CC,gub,g,u,b,1585.459184,1276.785714,1088.972431,0.101664,0.189271,normal,,,
CC,gub,g,u,b,1669.642857,1248.72449,1116.541353,0.094732,0.179578,normal,,,
CC,gud,g,u,d,1571.428571,1360.969388,1723.057644,0.100508,0.202172,normal,,,
CC,gud,g,u,d,1654.135338,1276.785714,1695.488722,0.168087,0.228151,normal,,,
CC,gud,g,u,d,1641.581633,1627.55102,2053.884712,0.084333,0.198846,normal,,,
CC,gud,g,u,d,1530.075188,1192.602041,1543.859649,0.187154,0.240807,normal,,,
CC,gud,g,u,d,1447.368421,1268.170426,1612.781955,0.144409,0.2066,normal,,,
CC,gud,g,u,d,1669.642857,1262.755102,1681.704261,0.159427,0.211926,normal,,,
CC,gug,g,u,g,1516.290727,1346.938776,1122.44898,0.090111,0.189464,normal,,,
CC,gug,g,u,g,1487.244898,1417.091837,1150.510204,0.097618,0.205299,normal,,,
CC,gug,g,u,g,1640.350877,1515.306122,1254.385965,0.102238,0.210977,normal,,,
CC,gug,g,u,g,1795.918367,1529.336735,1268.170426,0.095888,0.186507,normal,,,
CC,gug,g,u,g,1781.887755,1543.367347,1360.969388,0.083179,0.181185,normal,,,
CC,gug,g,u,g,1683.673469,1515.306122,1178.571429,0.08549,0.187834,normal,,,
MA,bab,b,a,b,1009.307239,997.433036,1092.426658,0.077403,0.150185,normal,,,
MA,bab,b,a,b,1012.5,970.3125,1068.75,0.064695,0.131701,normal,,,
MA,bab,b,a,b,928.125,998.4375,1022.368421,0.076247,0.142098,normal,,,
MA,bab,b,a,b,998.4375,942.1875,998.4375,0.071627,0.136322,normal,,,
MA,bab,b,a,b,900,984.375,1026.5625,0.071627,0.134011,normal,,,
MA,bab,b,a,b,914.0625,998.4375,1026.5625,0.065851,0.130546,normal,,,
MA,bad,b,a,d,1021.181441,1044.929847,1389.281728,0.068161,0.14903,normal,,,
MA,bad,b,a,d,956.25,998.4375,1378.125,0.072782,0.140943,normal,,,
MA,bad,b,a,d,1012.5,1012.5,1448.4375,0.072782,0.152496,normal,,,
MA,bad,b,a,d,914.0625,1012.5,1279.6875,0.06585,0.136322,normal,,,
MA,bad,b,a,d,914.0625,998.4375,1532.8125,0.068161,0.144409,normal,,,
MA,bad,b,a,d,970.3125,998.4375,1434.375,0.070472,0.159427,normal,,,
MA,bag,b,a,g,985.558833,1009.307239,1246.791295,0.070471,0.15134,normal,,,
MA,bag,b,a,g,970.3125,1012.5,1293.75,0.070472,0.151341,normal,,,
MA,bag,b,a,g,998.4375,1012.5,1265.625,0.076247,0.137477,normal,,,
MA,bag,b,a,g,928.125,871.875,1307.8125,0.079714,0.165204,normal,,,
MA,bag,b,a,g,914.0625,970.3125,1279.6875,0.067006,0.140943,normal,,,
MA,bag,b,a,g,942.1875,956.25,1251.5625,0.067005,0.138632,normal,,,
MA,beb,b,e,b,1413.030134,1436.77854,1258.665497,0.045055,0.10744,normal,,,
MA,beb,b,e,b,1589.0625,1518.75,1350,0.049676,0.095887,normal,,,
MA,beb,b,e,b,1532.8125,1532.8125,1335.9375,0.051987,0.102819,normal,,,
MA,beb,b,e,b,1603.125,1518.75,1251.5625,0.056608,0.106285,normal,,,
MA,beb,b,e,b,1617.1875,1504.6875,1279.6875,0.049677,0.102819,normal,,,
MA,beb,b,e,b,1659.375,1546.875,1307.8125,0.049677,0.098198,normal,,,
MA,bed,b,e,d,1472.401148,1603.017379,1567.39477,0.049677,0.110906,normal,,,
MA,bed,b,e,d,1687.5,1701.5625,1701.5625,0.047366,0.106285,normal,,,
MA,bed,b,e,d,1617.1875,1645.3125,1701.5625,0.056608,0.112061,normal,,,
MA,bed,b,e,d,1575,1687.5,1687.5,0.053142,0.098198,normal,,,
MA,bed,b,e,d,1617.1875,1701.5625,1771.875,0.051987,0.098198,normal,,,
MA,bed,b,e,d,1589.0625,1715.625,1631.25,0.055453,0.110906,normal,,,
MA,beg,b,e,g,1686.136798,1781.130421,1994.866071,0.050832,0.109751,normal,,,
MA,beg,b,e,g,1631.25,1814.0625,1948.026316,0.062385,0.123614,normal,,,
MA,beg,b,e,g,1715.625,1785.9375,2081.25,0.057763,0.110906,normal,,,
MA,beg,b,e,g,1757.8125,1785.9375,1796.052632,0.064695,0.122458,normal,,,
MA,beg,b,e,g,1715.625,1785.9375,2039.0625,0.055453,0.115527,normal,,,
MA,beg,b,e,g,1631.25,1757.8125,1996.875,0.060074,0.121304,normal,,,
MA,bib,b,i,b,2151.5625,2137.5,1800,0.062385,0.123614,normal,,,
MA,bib,b,i,b,2025,2123.4375,1898.4375,0.053143,0.103975,normal,,,
MA,bib,b,i,b,2025,2137.5,2109.375,0.06585,0.10975,normal,,,
MA,bib,b,i,b,2010.9375,2039.0625,2053.125,0.056608,0.112061,normal,,,
MA,bib,b,i,b,1996.875,2039.0625,1729.6875,0.051988,0.103975,normal,,,
MA,bib,b,i,b,2025,2039.0625,2053.125,0.055453,0.102819,normal,,,
MA,bid,b,i,d,,,,,,normal,,,
MA,bid,b,i,d,1968.75,2053.125,1982.8125,0.069316,0.124769,normal,,,
MA,bid,b,i,d,2123.4375,2207.8125,2123.4375,0.051987,0.114372,normal,,,
MA,bid,b,i,d,1940.625,2053.125,2025,0.065851,0.128235,normal,,,
MA,bid,b,i,d,1996.875,2053.125,2039.0625,0.047366,0.092421,normal,,,
MA,bid,b,i,d,1982.8125,2067.1875,2067.1875,0.058919,0.112061,normal,,,
MA,big,b,i,g,1876.124043,2042.362883,2137.356505,0.054297,0.10744,normal,,,
MA,big,b,i,g,1926.5625,2010.9375,2137.5,0.053142,0.10975,normal,,,
MA,big,b,i,g,1912.5,2053.125,2182.894737,0.067006,0.12708,normal,,,
MA,big,b,i,g,1954.6875,2025,2123.4375,0.047366,0.100508,normal,,,
MA,big,b,i,g,1954.6875,2039.0625,2155.263158,0.053142,0.108595,normal,,,
MA,big,b,i,g,1926.5625,2067.1875,2182.894737,0.067005,0.122458,normal,,,
MA,bub,b,u,b,1009.307239,1021.181441,926.187819,0.058919,0.109751,normal,,,
MA,bub,b,u,b,928.125,942.1875,843.75,0.051987,0.094732,normal,,,
MA,bub,b,u,b,984.375,1082.8125,914.0625,0.057763,0.113216,normal,,,
MA,bub,b,u,b,1082.8125,1096.875,928.125,0.053143,0.098198,normal,,,
MA,bub,b,u,b,1068.75,1012.5,885.9375,0.054298,0.112061,normal,,,
MA,bub,b,u,b,1096.875,1096.875,942.1875,0.049676,0.10744,normal,,,
MA,bud,b,u,d,1294.288106,1258.665497,1686.136798,0.064695,0.12708,normal,,,
MA,bud,b,u,d,1181.25,1167.1875,1603.125,0.058919,0.112061,normal,,,
MA,bud,b,u,d,1026.5625,1082.8125,1335.9375,0.071627,0.143254,normal,,,
MA,bud,b,u,d,1082.8125,1082.8125,1279.6875,0.053142,0.10744,normal,,,
MA,bud,b,u,d,1223.4375,1096.875,1631.25,0.062384,0.128235,normal,,,
MA,bud,b,u,d,1265.625,1181.25,1335.9375,0.054297,0.097042,normal,,,
MA,bug,b,u,g,1080.552455,926.187819,938.062022,0.061229,0.102819,normal,,,
MA,bug,b,u,g,942.1875,1012.5,942.1875,0.049676,0.102819,normal,,,
MA,bug,b,u,g,1068.75,1054.6875,984.375,0.053143,0.110906,normal,,,
MA,bug,b,u,g,1054.6875,928.125,942.1875,0.064695,0.115527,normal,,,
MA,bug,b,u,g,1209.375,1012.5,998.4375,0.054297,0.106285,normal,,,
MA,bug,b,u,g,1096.875,1026.5625,998.4375,0.060074,0.118993,normal,,,
MA,dab,d,a,b,1543.646365,1092.426658,1104.300861,0.08549,0.159428,normal,,0.118334917,
MA,dab,d,a,b,1406.25,1012.5,1008.552632,0.071626,0.135166,normal,,0.084636597,0.71522928
MA,dab,d,a,b,1504.6875,1096.875,1026.5625,0.072782,0.144409,normal,,,
MA,dab,d,a,b,1476.5625,1082.8125,1012.5,0.068161,0.130546,normal,,,
MA,dab,d,a,b,1546.875,1026.5625,1012.5,0.075093,0.150185,normal,,,
MA,dab,d,a,b,1560.9375,1082.8125,1068.75,0.076248,0.14903,normal,,,
MA,dad,d,a,d,1436.77854,1116.175064,1460.526945,0.076248,0.165203,normal,,,
MA,dad,d,a,d,1532.8125,1054.6875,1321.875,0.077403,0.147875,normal,,,
MA,dad,d,a,d,1462.5,1096.875,1476.5625,0.073937,0.149029,normal,,,
MA,dad,d,a,d,1448.4375,1012.5,1434.375,0.078558,0.170979,normal,,,
MA,dad,d,a,d,1448.4375,1012.5,1434.375,0.071627,0.162893,normal,,,
MA,dad,d,a,d,1195.3125,1026.5625,1350,0.053143,0.129391,normal,,,
MA,dag,d,a,g,1508.023756,1080.552455,1234.917092,0.079714,0.147875,normal,,,
MA,dag,d,a,g,1364.0625,998.4375,1209.375,0.073938,0.14672,normal,,,
MA,dag,d,a,g,1476.5625,1012.5,1350,0.076248,0.154806,normal,,,
MA,dag,d,a,g,1490.625,1096.875,1321.875,0.086645,0.162893,normal,,,
MA,dag,d,a,g,1631.25,1012.5,1307.8125,0.078558,0.15134,normal,,,
MA,dag,d,a,g,1448.4375,998.4375,1350,0.070472,0.142099,normal,,,
MA,deb,d,e,b,1769.256218,1626.765784,1246.791295,0.049677,0.098198,normal,,,
MA,deb,d,e,b,1771.875,1448.4375,1237.5,0.051987,0.102819,normal,,,
MA,deb,d,e,b,1785.9375,1546.875,1167.1875,0.057763,0.116682,normal,,,
MA,deb,d,e,b,1701.5625,1673.4375,1251.5625,0.047366,0.098198,normal,,,
MA,deb,d,e,b,1785.9375,1518.75,1167.1875,0.049676,0.098198,normal,,,
MA,deb,d,e,b,1701.5625,1504.6875,1364.0625,0.051987,0.099353,normal,,,
MA,ded,d,e,d,1745.507812,1638.639987,1603.017379,0.045055,0.092421,normal,,,
MA,ded,d,e,d,1785.9375,1715.625,1673.4375,0.061229,0.115527,normal,,,
MA,ded,d,e,d,1785.9375,1715.625,1659.375,0.055452,0.10744,normal,,,
MA,ded,d,e,d,1743.75,1673.4375,1729.6875,0.061229,0.115527,normal,,,
MA,ded,d,e,d,1856.25,1729.6875,1715.625,0.04621,0.10744,normal,,,
MA,ded,d,e,d,1729.6875,1617.1875,1673.4375,0.047366,0.097043,normal,,,
MA,deg,d,e,g,1757.382015,1757.382015,2042.362883,0.049676,0.110906,normal,,,
MA,deg,d,e,g,1771.875,1785.9375,2025,0.056608,0.117838,normal,,,
MA,deg,d,e,g,1870.3125,1785.9375,2039.0625,0.058919,0.113216,normal,,,
MA,deg,d,e,g,1785.9375,1800,2081.25,0.057764,0.113217,normal,,,
MA,deg,d,e,g,1729.6875,1814.0625,2039.0625,0.054298,0.099353,normal,,,
MA,deg,d,e,g,1898.4375,1884.375,2081.25,0.050832,0.106285,normal,,,
MA,dib,d,i,b,2042.362883,2125.482302,2030.48868,0.053142,0.094732,normal,,,
MA,dib,d,i,b,1982.8125,2067.1875,1968.75,0.051987,0.094732,normal,,,
MA,dib,d,i,b,1898.4375,2053.125,2081.25,0.056608,0.101664,normal,,,
MA,dib,d,i,b,2010.9375,2095.3125,1954.6875,0.056608,0.100508,normal,,,
MA,dib,d,i,b,2067.1875,2109.375,1996.875,0.047366,0.099353,normal,,,
MA,dib,d,i,b,2067.1875,2123.4375,2010.9375,0.051988,0.099354,normal,,,
MA,did,d,i,d,2066.111288,2161.104911,2101.733897,0.062385,0.124769,normal,,,
MA,did,d,i,d,2067.1875,2137.5,2010.9375,0.067005,0.125924,normal,,,
MA,did,d,i,d,2025,2109.375,2039.0625,0.054297,0.118993,normal,,,
MA,did,d,i,d,2025,2123.4375,2081.25,0.056608,0.113216,normal,,,
MA,did,d,i,d,2025,2123.4375,2053.125,0.054298,0.106285,normal,,,
MA,did,d,i,d,1996.875,2053.125,2025,0.048521,0.100508,normal,,,
MA,dig,d,i,g,2018.614477,2018.614477,2123.190789,0.047366,0.099354,normal,,,
MA,dig,d,i,g,1968.75,2039.0625,2137.5,0.06354,0.123614,normal,,,
MA,dig,d,i,g,2039.0625,2067.1875,2207.8125,0.054297,0.099353,normal,,,
MA,dig,d,i,g,1940.625,2010.9375,2137.5,0.061229,0.127079,normal,,,
MA,dig,d,i,g,1968.75,2081.25,2193.75,0.055453,0.108596,normal,,,
MA,dig,d,i,g,2039.0625,2039.0625,2127.631579,0.057764,0.122459,normal,,,
MA,dub,d,u,b,1781.130421,1365.533323,997.433036,0.056608,0.108595,normal,,,
MA,dub,d,u,b,1800,1406.25,998.4375,0.049676,0.098198,normal,,,
MA,dub,d,u,b,1715.625,1293.75,1012.5,0.035813,0.08549,normal,,,
MA,dub,d,u,b,1785.9375,1631.25,1181.25,0.0439,0.086645,normal,,,
MA,dub,d,u,b,1800,1589.0625,1026.5625,0.051987,0.108595,normal,,,
MA,dub,d,u,b,1701.5625,1335.9375,998.4375,0.050831,0.086645,normal,,,
MA,dud,d,u,d,1899.872449,1519.897959,1698.011001,0.076248,0.115527,normal,,,
MA,dud,d,u,d,1898.4375,1307.8125,1673.4375,0.080869,0.132856,normal,,,
MA,dud,d,u,d,1870.3125,1434.375,1715.625,0.075092,0.138632,normal,,,
MA,dud,d,u,d,1828.125,1350,1701.5625,0.068161,0.120148,normal,,,
MA,dud,d,u,d,1856.25,1546.875,1701.5625,0.060074,0.112061,normal,,,
MA,dud,d,u,d,1701.5625,1364.0625,1659.375,0.055453,0.10744,normal,,,
MA,dug,d,u,g,1781.130421,1401.155931,997.433036,0.051987,0.103974,normal,,,
MA,dug,d,u,g,1715.625,1195.3125,998.4375,0.056608,0.122459,normal,,,
MA,dug,d,u,g,1715.625,1364.0625,1040.625,0.045055,0.086645,normal,,,
MA,dug,d,u,g,1715.625,1223.4375,1125,0.057763,0.116682,normal,,,
MA,dug,d,u,g,1701.5625,1279.6875,1125,0.055453,0.110906,normal,,,
MA,dug,d,u,g,1729.6875,1476.5625,1181.25,0.053142,0.108595,normal,,,
MA,gab,g,a,b,1389.281728,1116.175064,1104.300861,0.077403,0.152495,normal,,,
MA,gab,g,a,b,1462.5,1026.5625,1022.368421,0.071627,0.147875,normal,,,
MA,gab,g,a,b,1546.875,1096.875,1012.5,0.071627,0.140943,normal,,,
MA,gab,g,a,b,1251.5625,998.4375,998.4375,0.069316,0.140943,normal,,,
MA,gab,g,a,b,1434.375,1068.75,1012.5,0.079713,0.152495,normal,,,
MA,gab,g,a,b,1504.6875,1040.625,1026.5625,0.070471,0.131701,normal,,,
MA,gad,g,a,d,1282.413903,1139.923469,1603.017379,0.06123,0.130546,normal,,,
MA,gad,g,a,d,1462.5,1026.5625,1392.1875,0.079713,0.168669,normal,,,
MA,gad,g,a,d,1279.6875,1068.75,1209.375,0.080869,0.155961,normal,,,
MA,gad,g,a,d,1560.9375,1237.5,1603.125,0.078559,0.150185,normal,,,
MA,gad,g,a,d,1589.0625,1096.875,1546.875,0.084335,0.155962,normal,,,
MA,gad,g,a,d,1335.9375,1110.9375,1546.875,0.073937,0.150185,normal,,,
MA,gag,g,a,g,1448.652742,1092.426658,1401.155931,0.078558,0.153651,normal,,,
MA,gag,g,a,g,1448.4375,1068.75,1223.4375,0.077403,0.147874,normal,,,
MA,gag,g,a,g,1560.9375,1096.875,1293.75,0.072782,0.144409,normal,,,
MA,gag,g,a,g,1448.4375,1110.9375,1420.3125,0.080869,0.164048,normal,,,
MA,gag,g,a,g,1518.75,1110.9375,1448.4375,0.077403,0.147875,normal,,,
MA,gag,g,a,g,1420.3125,1026.5625,1335.9375,0.070472,0.14903,normal,,,
MA,geb,g,e,b,1911.746652,1638.639987,1175.546078,0.051987,0.10513,normal,,,
MA,geb,g,e,b,1940.625,1631.25,1153.125,0.047366,0.099353,normal,,,
MA,geb,g,e,b,2039.0625,1701.5625,1181.25,0.051987,0.100509,normal,,,
MA,geb,g,e,b,1870.3125,1673.4375,1153.125,0.054298,0.10513,normal,,,
MA,geb,g,e,b,1968.75,1701.5625,1335.9375,0.058919,0.109751,normal,,,
MA,geb,g,e,b,1870.3125,1729.6875,1082.8125,0.04159,0.097043,normal,,,
MA,ged,g,e,d,1947.36926,1698.011001,1591.143176,0.060074,0.106285,normal,,,
MA,ged,g,e,d,1856.25,1771.875,1685.526316,0.053142,0.108595,normal,,,
MA,ged,g,e,d,1898.4375,1631.25,1589.0625,0.062385,0.120148,normal,,,
MA,ged,g,e,d,1800,1715.625,1575,0.056608,0.109751,normal,,,
MA,ged,g,e,d,1851.315789,1659.375,1631.25,0.051987,0.101664,normal,,,
MA,ged,g,e,d,1954.6875,1687.5,1603.125,0.06123,0.110906,normal,,,
MA,geg,g,e,g,1852.375638,1745.507812,2018.614477,0.054297,0.115527,normal,,,
MA,geg,g,e,g,1968.75,1814.0625,2039.0625,0.058919,0.128235,normal,,,
MA,geg,g,e,g,1870.3125,1771.875,2137.5,0.051987,0.114372,normal,,,
MA,geg,g,e,g,1870.3125,1743.75,1898.4375,0.053143,0.107441,normal,,,
MA,geg,g,e,g,1884.375,1715.625,1898.4375,0.060074,0.12708,normal,,,
MA,geg,g,e,g,1870.3125,1715.625,1912.5,0.062385,0.117838,normal,,,
MA,gib,g,i,b,2113.608099,2184.853316,1899.872449,0.047366,0.090111,normal,,,
MA,gib,g,i,b,2003.289474,2067.1875,2053.125,0.051987,0.102819,normal,,,
MA,gib,g,i,b,1865.131579,2053.125,1800,0.062384,0.113216,normal,,,
MA,gib,g,i,b,2025,2123.4375,1856.25,0.046211,0.087801,normal,,,
MA,gib,g,i,b,1996.875,2039.0625,1800,0.058918,0.110906,normal,,,
MA,gib,g,i,b,2025,2081.25,2039.0625,0.04621,0.093577,normal,,,
MA,gid,g,i,d,2030.48868,2113.608099,2006.740274,0.049677,0.102819,normal,,,
MA,gid,g,i,d,2025,2053.125,2010.9375,0.050832,0.101663,normal,,,
MA,gid,g,i,d,2039.0625,2165.625,1968.75,0.057764,0.109751,normal,,,
MA,gid,g,i,d,1996.875,2081.25,1968.75,0.058918,0.110906,normal,,,
