C1	C2	O	C1prob	C2prob	E
s	m	21	0.043006731488406884	0.06357516828721017	14.62228870605834
z	m	14	0.028234854151084517	0.06357516828721017	9.599850411368736
SS	m	10	0.02580403889304413	0.06357516828721017	8.773373223635005
ZZ	m	4	0.004113687359760658	0.06357516828721017	1.398653702318624
sh	m	15	0.037397157816005985	0.06357516828721017	12.715033657442035
k	m	13	0.032535527299925204	0.06357516828721017	11.06207928197457
g	m	15	0.036088257292445775	0.06357516828721017	12.270007479431563
q	m	19	0.04281974569932685	0.06357516828721017	14.55871353777113
XX	m	16	0.02973074046372476	0.06357516828721017	10.108451757666419
RR	m	14	0.02225130890052356	0.06357516828721017	7.56544502617801
HH	m	19	0.04094988780852655	0.06357516828721017	13.922961854899029
GG	m	12	0.043006731488406884	0.06357516828721017	14.62228870605834
h	m	18	0.036275243081525806	0.06357516828721017	12.333582647718774
ʔ	m	9	0.02243829468960359	0.06357516828721017	7.629020194465221
l	m	19	0.05048616305160808	0.06357516828721017	17.165295437546746
r	m	26	0.07479431563201197	0.06357516828721017	25.43006731488407
n	m	11	0.0605833956619297	0.06357516828721017	20.5983545250561
w	m	17	0.0712415856394914	0.06357516828721017	24.22213911742708
y	m	10	0.028982797307404638	0.06357516828721017	9.854151084517577
b	t	10	0.05179506357516829	0.0218773373223635	6.06002243829469
f	t	16	0.04431563201196709	0.0218773373223635	5.1849289454001495
m	t	8	0.0512341062079282	0.0218773373223635	5.994390426327599
t	t	0	0.01907255048616305	0.0218773373223635	2.231488406881077
d	t	0	0.03702318623784592	0.0218773373223635	4.331712789827973
TT	t	0	0.02617801047120419	0.0218773373223635	3.0628272251308903
DD	t	0	0.015893792071802543	0.0218773373223635	1.8595736724008975
th	t	1	0.010284218399401645	0.0218773373223635	1.2032535527299923
dh	t	0	0.013462976813762155	0.0218773373223635	1.5751682872101722
s	t	2	0.043006731488406884	0.0218773373223635	5.031787584143605
z	t	0	0.028234854151084517	0.0218773373223635	3.3034779356768884
SS	t	1	0.02580403889304413	0.0218773373223635	3.0190725504861633
ZZ	t	0	0.004113687359760658	0.0218773373223635	0.481301421091997
sh	t	4	0.037397157816005985	0.0218773373223635	4.3754674644727
k	t	8	0.032535527299925204	0.0218773373223635	3.806656694091249
g	t	0	0.036088257292445775	0.0218773373223635	4.222326103216156
q	t	5	0.04281974569932685	0.0218773373223635	5.009910246821241
XX	t	4	0.02973074046372476	0.0218773373223635	3.4784966342557966
RR	t	1	0.02225130890052356	0.0218773373223635	2.6034031413612566
HH	t	5	0.04094988780852655	0.0218773373223635	4.7911368735976065
GG	t	10	0.043006731488406884	0.0218773373223635	5.031787584143605
h	t	4	0.036275243081525806	0.0218773373223635	4.244203440538519
ʔ	t	2	0.02243829468960359	0.0218773373223635	2.6252804786836204
l	t	5	0.05048616305160808	0.0218773373223635	5.906881077038145
r	t	9	0.07479431563201197	0.0218773373223635	8.7509349289454
n	t	10	0.0605833956619297	0.0218773373223635	7.088257292445775
w	t	8	0.0712415856394914	0.0218773373223635	8.335265519820494
y	t	4	0.028982797307404638	0.0218773373223635	3.3909872849663425
b	d	13	0.05179506357516829	0.04543754674644727	12.586200448765894
f	d	10	0.04431563201196709	0.04543754674644727	10.768698578908001
m	d	13	0.0512341062079282	0.04543754674644727	12.449887808526551
t	d	3	0.01907255048616305	0.04543754674644727	4.634629768137621
d	d	1	0.03702318623784592	0.04543754674644727	8.99663425579656
TT	d	1	0.02617801047120419	0.04543754674644727	6.361256544502617
DD	d	3	0.015893792071802543	0.04543754674644727	3.862191473448018
th	d	0	0.010284218399401645	0.04543754674644727	2.4990650710545994
dh	d	0	0.013462976813762155	0.04543754674644727	3.2715033657442034
s	d	13	0.043006731488406884	0.04543754674644727	10.450635751682873
z	d	0	0.028234854151084517	0.04543754674644727	6.861069558713537
SS	d	14	0.02580403889304413	0.04543754674644727	6.270381451009723
ZZ	d	0	0.004113687359760658	0.04543754674644727	0.9996260284218399
sh	d	9	0.037397157816005985	0.04543754674644727	9.087509349289455
k	d	10	0.032535527299925204	0.04543754674644727	7.906133133881824
g	d	10	0.036088257292445775	0.04543754674644727	8.769446522064323
q	d	12	0.04281974569932685	0.04543754674644727	10.405198204936426
XX	d	6	0.02973074046372476	0.04543754674644727	7.224569932685116
RR	d	6	0.02225130890052356	0.04543754674644727	5.407068062827225
HH	d	13	0.04094988780852655	0.04543754674644727	9.95082273747195
GG	d	11	0.043006731488406884	0.04543754674644727	10.450635751682873
h	d	19	0.036275243081525806	0.04543754674644727	8.81488406881077
ʔ	d	5	0.02243829468960359	0.04543754674644727	5.452505609573673
l	d	9	0.05048616305160808	0.04543754674644727	12.268137621540763
r	d	21	0.07479431563201197	0.04543754674644727	18.17501869857891
n	d	12	0.0605833956619297	0.04543754674644727	14.721765145848915
w	d	17	0.0712415856394914	0.04543754674644727	17.31170531039641
y	d	12	0.028982797307404638	0.04543754674644727	7.042819745699327
b	TT	19	0.05179506357516829	0.028234854151084517	7.821054599850412
f	TT	6	0.04431563201196709	0.028234854151084517	6.69166043380703
m	TT	9	0.0512341062079282	0.028234854151084517	7.736350037397157
t	TT	0	0.01907255048616305	0.028234854151084517	2.8799551234106207
d	TT	0	0.03702318623784592	0.028234854151084517	5.590501121914734
TT	TT	0	0.02617801047120419	0.028234854151084517	3.9528795811518322
DD	TT	0	0.015893792071802543	0.028234854151084517	2.399962602842184
th	TT	0	0.010284218399401645	0.028234854151084517	1.5529169783096484
dh	TT	0	0.013462976813762155	0.028234854151084517	2.032909498878085
s	TT	8	0.043006731488406884	0.028234854151084517	6.494016454749439
z	TT	0	0.028234854151084517	0.028234854151084517	4.263462976813762
SS	TT	0	0.02580403889304413	0.028234854151084517	3.8964098728496634
ZZ	TT	0	0.004113687359760658	0.028234854151084517	0.6211667913238594
sh	TT	9	0.037397157816005985	0.028234854151084517	5.646970830216904
k	TT	0	0.032535527299925204	0.028234854151084517	4.912864622288706
g	TT	0	0.036088257292445775	0.028234854151084517	5.449326851159312
q	TT	12	0.04281974569932685	0.028234854151084517	6.465781600598355
XX	TT	10	0.02973074046372476	0.028234854151084517	4.489341810022439
RR	TT	6	0.02225130890052356	0.028234854151084517	3.359947643979057
HH	TT	4	0.04094988780852655	0.028234854151084517	6.183433059087508
GG	TT	12	0.043006731488406884	0.028234854151084517	6.494016454749439
h	TT	4	0.036275243081525806	0.028234854151084517	5.477561705310396
ʔ	TT	2	0.02243829468960359	0.028234854151084517	3.388182498130142
l	TT	13	0.05048616305160808	0.028234854151084517	7.62341062079282
r	TT	11	0.07479431563201197	0.028234854151084517	11.293941660433807
n	TT	10	0.0605833956619297	0.028234854151084517	9.148092744951384
w	TT	11	0.0712415856394914	0.028234854151084517	10.757479431563201
y	TT	5	0.028982797307404638	0.028234854151084517	4.3764023934181
b	DD	4	0.05179506357516829	0.015519820493642483	4.298990276738968
f	DD	8	0.04431563201196709	0.015519820493642483	3.6781974569932685
m	DD	6	0.0512341062079282	0.015519820493642483	4.25243081525804
t	DD	0	0.01907255048616305	0.015519820493642483	1.5830216903515333
d	DD	0	0.03702318623784592	0.015519820493642483	3.072924457741212
TT	DD	0	0.02617801047120419	0.015519820493642483	2.1727748691099475
DD	DD	0	0.015893792071802543	0.015519820493642483	1.319184741959611
th	DD	0	0.010284218399401645	0.015519820493642483	0.8535901271503366
dh	DD	0	0.013462976813762155	0.015519820493642483	1.1174270755422588
s	DD	0	0.043006731488406884	0.015519820493642483	3.569558713537771
z	DD	0	0.028234854151084517	0.015519820493642483	2.343492894540015
SS	DD	0	0.02580403889304413	0.015519820493642483	2.1417352281226627
ZZ	DD	0	0.004113687359760658	0.015519820493642483	0.3414360508601347
sh	DD	0	0.037397157816005985	0.015519820493642483	3.103964098728497
k	DD	1	0.032535527299925204	0.015519820493642483	2.7004487658937917
g	DD	0	0.036088257292445775	0.015519820493642483	2.9953253552729993
q	DD	5	0.04281974569932685	0.015519820493642483	3.5540388930441287
XX	DD	7	0.02973074046372476	0.015519820493642483	2.467651458489155
RR	DD	5	0.02225130890052356	0.015519820493642483	1.8468586387434553
HH	DD	5	0.04094988780852655	0.015519820493642483	3.398840688107703
GG	DD	5	0.043006731488406884	0.015519820493642483	3.569558713537771
h	DD	4	0.036275243081525806	0.015519820493642483	3.010845175766642
ʔ	DD	0	0.02243829468960359	0.015519820493642483	1.862378459237098
l	DD	0	0.05048616305160808	0.015519820493642483	4.19035153328347
r	DD	12	0.07479431563201197	0.015519820493642483	6.207928197456994
n	DD	7	0.0605833956619297	0.015519820493642483	5.028421839940165
w	DD	9	0.0712415856394914	0.015519820493642483	5.913051608077787
y	DD	5	0.028982797307404638	0.015519820493642483	2.405572176514585
b	th	7	0.05179506357516829	0.011406133133881825	3.1594988780852655
f	th	3	0.04431563201196709	0.011406133133881825	2.703253552729992
m	th	3	0.0512341062079282	0.011406133133881825	3.12528047868362
t	th	0	0.01907255048616305	0.011406133133881825	1.163425579655946
d	th	2	0.03702318623784592	0.011406133133881825	2.2584143605086013
TT	th	0	0.02617801047120419	0.011406133133881825	1.5968586387434556
DD	th	0	0.015893792071802543	0.011406133133881825	0.9695213163799551
th	th	0	0.010284218399401645	0.011406133133881825	0.6273373223635003
dh	th	0	0.013462976813762155	0.011406133133881825	0.8212415856394915
s	th	0	0.043006731488406884	0.011406133133881825	2.62341062079282
z	th	0	0.028234854151084517	0.011406133133881825	1.7223261032161554
SS	th	0	0.02580403889304413	0.011406133133881825	1.5740463724756917
ZZ	th	0	0.004113687359760658	0.011406133133881825	0.25093492894540015
sh	th	0	0.037397157816005985	0.011406133133881825	2.2812266267763652
k	th	4	0.032535527299925204	0.011406133133881825	1.9846671652954373
g	th	2	0.036088257292445775	0.011406133133881825	2.2013836948391923
q	th	0	0.04281974569932685	0.011406133133881825	2.612004487658938
XX	th	1	0.02973074046372476	0.011406133133881825	1.81357516828721
RR	th	3	0.02225130890052356	0.011406133133881825	1.3573298429319371
HH	th	2	0.04094988780852655	0.011406133133881825	2.4979431563201193
GG	th	5	0.043006731488406884	0.011406133133881825	2.62341062079282
h	th	1	0.036275243081525806	0.011406133133881825	2.212789827973074
ʔ	th	3	0.02243829468960359	0.011406133133881825	1.3687359760658189
l	th	3	0.05048616305160808	0.011406133133881825	3.079655946148093
r	th	7	0.07479431563201197	0.011406133133881825	4.5624532535527305
n	th	4	0.0605833956619297	0.011406133133881825	3.6955871353777114
w	th	8	0.0712415856394914	0.011406133133881825	4.345736724008975
y	th	3	0.028982797307404638	0.011406133133881825	1.7679506357516828
b	dh	6	0.05179506357516829	0.010284218399401645	2.848728496634256
f	dh	1	0.04431563201196709	0.010284218399401645	2.4373597606581896
m	dh	3	0.0512341062079282	0.010284218399401645	2.8178758414360505
t	dh	0	0.01907255048616305	0.010284218399401645	1.0489902767389676
d	dh	0	0.03702318623784592	0.010284218399401645	2.036275243081526
TT	dh	0	0.02617801047120419	0.010284218399401645	1.4397905759162302
DD	dh	0	0.015893792071802543	0.010284218399401645	0.8741585639491398
th	dh	0	0.010284218399401645	0.010284218399401645	0.5656320119670905
dh	dh	0	0.013462976813762155	0.010284218399401645	0.7404637247569185
s	dh	0	0.043006731488406884	0.010284218399401645	2.3653702318623786
z	dh	0	0.028234854151084517	0.010284218399401645	1.5529169783096484
SS	dh	0	0.02580403889304413	0.010284218399401645	1.419222139117427
ZZ	dh	0	0.004113687359760658	0.010284218399401645	0.22625280478683618
sh	dh	2	0.037397157816005985	0.010284218399401645	2.056843679880329
k	dh	1	0.032535527299925204	0.010284218399401645	1.789454001495886
g	dh	6	0.036088257292445775	0.010284218399401645	1.9848541510845175
q	dh	6	0.04281974569932685	0.010284218399401645	2.355086013462977
XX	dh	5	0.02973074046372476	0.010284218399401645	1.6351907255048617
RR	dh	1	0.02225130890052356	0.010284218399401645	1.2238219895287956
HH	dh	5	0.04094988780852655	0.010284218399401645	2.25224382946896
GG	dh	5	0.043006731488406884	0.010284218399401645	2.3653702318623786
h	dh	3	0.036275243081525806	0.010284218399401645	1.9951383694839193
ʔ	dh	2	0.02243829468960359	0.010284218399401645	1.2341062079281975
l	dh	2	0.05048616305160808	0.010284218399401645	2.7767389678384444
r	dh	1	0.07479431563201197	0.010284218399401645	4.113687359760658
n	dh	2	0.0605833956619297	0.010284218399401645	3.3320867614061336
w	dh	4	0.0712415856394914	0.010284218399401645	3.9182872101720267
y	dh	0	0.028982797307404638	0.010284218399401645	1.594053851907255
b	s	15	0.05179506357516829	0.037397157816005985	10.359012715033659
f	s	11	0.04431563201196709	0.037397157816005985	8.863126402393418
m	s	18	0.0512341062079282	0.037397157816005985	10.24682124158564
t	s	0	0.01907255048616305	0.037397157816005985	3.8145100972326107
d	s	8	0.03702318623784592	0.037397157816005985	7.404637247569185
TT	s	5	0.02617801047120419	0.037397157816005985	5.2356020942408374
DD	s	0	0.015893792071802543	0.037397157816005985	3.1787584143605088
th	s	0	0.010284218399401645	0.037397157816005985	2.056843679880329
dh	s	0	0.013462976813762155	0.037397157816005985	2.692595362752431
s	s	0	0.043006731488406884	0.037397157816005985	8.601346297681378
z	s	0	0.028234854151084517	0.037397157816005985	5.646970830216904
SS	s	0	0.02580403889304413	0.037397157816005985	5.1608077786088264
ZZ	s	0	0.004113687359760658	0.037397157816005985	0.8227374719521318
sh	s	0	0.037397157816005985	0.037397157816005985	7.479431563201198
k	s	15	0.032535527299925204	0.037397157816005985	6.507105459985041
g	s	10	0.036088257292445775	0.037397157816005985	7.217651458489155
q	s	6	0.04281974569932685	0.037397157816005985	8.563949139865372
XX	s	5	0.02973074046372476	0.037397157816005985	5.946148092744952
RR	s	1	0.02225130890052356	0.037397157816005985	4.450261780104712
HH	s	8	0.04094988780852655	0.037397157816005985	8.18997756170531
GG	s	10	0.043006731488406884	0.037397157816005985	8.601346297681378
h	s	1	0.036275243081525806	0.037397157816005985	7.255048616305161
ʔ	s	10	0.02243829468960359	0.037397157816005985	4.487658937920719
l	s	15	0.05048616305160808	0.037397157816005985	10.097232610321617
r	s	21	0.07479431563201197	0.037397157816005985	14.958863126402395
n	s	15	0.0605833956619297	0.037397157816005985	12.11667913238594
w	s	19	0.0712415856394914	0.037397157816005985	14.24831712789828
y	s	7	0.028982797307404638	0.037397157816005985	5.796559461480928
b	z	6	0.05179506357516829	0.02299925205684368	6.3707928197456996
f	z	5	0.04431563201196709	0.02299925205684368	5.450822737471952
m	z	10	0.0512341062079282	0.02299925205684368	6.3017950635751685
t	z	0	0.01907255048616305	0.02299925205684368	2.3459237097980554
d	z	0	0.03702318623784592	0.02299925205684368	4.553851907255049
TT	z	0	0.02617801047120419	0.02299925205684368	3.2198952879581153
DD	z	0	0.015893792071802543	0.02299925205684368	1.954936424831713
th	z	0	0.010284218399401645	0.02299925205684368	1.2649588631264024
dh	z	0	0.013462976813762155	0.02299925205684368	1.6559461480927449
s	z	0	0.043006731488406884	0.02299925205684368	5.289827973074047
z	z	0	0.028234854151084517	0.02299925205684368	3.4728870605833957
SS	z	0	0.02580403889304413	0.02299925205684368	3.1738967838444276
ZZ	z	0	0.004113687359760658	0.02299925205684368	0.505983545250561
sh	z	1	0.037397157816005985	0.02299925205684368	4.599850411368736
k	z	5	0.032535527299925204	0.02299925205684368	4.0018698578908
g	z	12	0.036088257292445775	0.02299925205684368	4.438855646970831
q	z	2	0.04281974569932685	0.02299925205684368	5.266828721017204
XX	z	9	0.02973074046372476	0.02299925205684368	3.656881077038145
RR	z	5	0.02225130890052356	0.02299925205684368	2.736910994764398
HH	z	4	0.04094988780852655	0.02299925205684368	5.036836200448765
GG	z	9	0.043006731488406884	0.02299925205684368	5.289827973074047
h	z	9	0.036275243081525806	0.02299925205684368	4.461854899027674
ʔ	z	6	0.02243829468960359	0.02299925205684368	2.7599102468212418
l	z	4	0.05048616305160808	0.02299925205684368	6.209798055347794
r	z	13	0.07479431563201197	0.02299925205684368	9.199700822737473
n	z	10	0.0605833956619297	0.02299925205684368	7.451757666417353
w	z	12	0.0712415856394914	0.02299925205684368	8.762715033657443
y	z	1	0.028982797307404638	0.02299925205684368	3.5648840688107706
b	SS	4	0.05179506357516829	0.018698578908002993	5.179506357516829
f	SS	5	0.04431563201196709	0.018698578908002993	4.431563201196709
m	SS	7	0.0512341062079282	0.018698578908002993	5.12341062079282
t	SS	0	0.01907255048616305	0.018698578908002993	1.9072550486163053
d	SS	0	0.03702318623784592	0.018698578908002993	3.7023186237845924
TT	SS	0	0.02617801047120419	0.018698578908002993	2.6178010471204187
DD	SS	0	0.015893792071802543	0.018698578908002993	1.5893792071802544
th	SS	0	0.010284218399401645	0.018698578908002993	1.0284218399401646
dh	SS	0	0.013462976813762155	0.018698578908002993	1.3462976813762155
s	SS	0	0.043006731488406884	0.018698578908002993	4.300673148840689
z	SS	0	0.028234854151084517	0.018698578908002993	2.823485415108452
SS	SS	0	0.02580403889304413	0.018698578908002993	2.5804038893044132
ZZ	SS	0	0.004113687359760658	0.018698578908002993	0.4113687359760659
sh	SS	0	0.037397157816005985	0.018698578908002993	3.739715781600599
k	SS	1	0.032535527299925204	0.018698578908002993	3.2535527299925207
g	SS	0	0.036088257292445775	0.018698578908002993	3.6088257292445776
q	SS	14	0.04281974569932685	0.018698578908002993	4.281974569932686
XX	SS	8	0.02973074046372476	0.018698578908002993	2.973074046372476
